operational_setting_1,operational_setting_2,sensor_measurement_04,sensor_measurement_06,sensor_measurement_08,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,operational_setting_3,sensor_measurement_16,event_time
0,0.001,0.992,1,0.999,0.966,0.994,0.706,1,1,231
0,0.001,0.97,1,0.999,0.979,0.994,0.613,1,1,324
0,0,0.964,0.997,1,0.963,0.995,0.773,1,1,324
0,0.001,0.967,1,1,0.96,0.995,0.776,1,1,201
0,0.001,0.943,1,1,0.969,0.995,0.777,1,1,288
0,0,0.984,1,0.999,0.976,0.994,0.613,1,1,188
0,0.001,0.954,0.999,1,0.976,0.995,0.779,1,1,295
0,0,0.954,0.998,1,0.969,0.995,0.762,1,1,193
0,0.001,0.948,1,1,0.966,0.995,0.763,1,1,321
0,0,0.963,1,0.999,0.969,0.994,0.599,1,1,180
0,0.001,0.986,0.999,1,0.971,0.995,0.774,1,1,205
0,0,0.962,0.999,1,0.983,0.995,0.781,1,1,204
0,0.001,0.974,1,0.999,0.962,0.994,0.812,1,1,269
0,0,0.978,1,0.999,0.96,0.994,0.88,1,1,174
0,0,0.964,0.999,1,0.971,0.995,0.768,1,1,256
0,0.001,0.994,1,0.999,0.972,0.994,0.609,1,1,161
0,0.001,0.983,1,0.999,0.964,0.994,0.851,1,1,190
0,0,0.977,1,0.999,0.955,0.994,0.752,1,1,222
0,0,0.983,1,0.999,0.977,0.994,0.574,1,1,164
0,0.001,0.97,1,0.999,0.97,0.994,0.826,1,1,194
0,0.001,0.955,0.997,1,0.971,0.995,0.771,1,1,525
0,0.001,0.971,1,0.999,0.978,0.994,0.593,1,1,195
0,0,0.95,1,1,0.974,0.995,0.766,1,1,215
0,0.001,0.965,1,0.999,0.982,0.994,0.613,1,1,178
0,0.001,0.953,1,1,0.963,0.995,0.764,1,1,299
0,0.001,0.955,0.999,1,0.96,0.995,0.773,1,1,190
0,0.001,0.955,1,0.999,0.958,0.994,0.81,1,1,199
0,0,0.942,0.999,1,0.973,0.995,0.772,1,1,246
0,0.001,0.982,1,0.999,0.957,0.994,0.652,1,1,231
0,0.001,0.98,1,0.999,0.964,0.994,0.952,1,1,195
0,0,0.999,1,0.999,0.966,0.994,0.6,1,1,234
0,0,0.973,1,0.999,0.968,0.994,0.7,1,1,165
0,0.001,0.961,1,0.999,0.976,0.994,0.622,1,1,263
0,0.001,0.972,1,1,0.952,0.995,0.993,1,1,201
0,0,0.966,1,0.999,0.978,0.994,0.622,1,1,170
0,0,0.974,1,0.999,0.974,0.994,0.667,1,1,172
0,0.001,0.963,0.997,1,0.962,0.995,0.776,1,1,409
0,0.001,0.973,0.998,1,0.965,0.995,0.768,1,1,232
0,0,0.967,0.999,1,0.969,0.995,0.777,1,1,215
0,0,0.967,1,0.999,0.976,0.994,0.777,1,1,193
0,0.001,0.973,0.998,1,0.976,0.995,0.769,1,1,259
0,0.001,0.97,1,0.999,0.979,0.994,0.563,1,1,153
0,0,0.956,0.999,1,0.969,0.995,0.785,1,1,255
0,0,0.986,1,0.999,0.98,0.994,0.687,1,1,221
0,0.001,0.96,1,0.999,0.967,0.994,0.618,1,1,166
0,0.001,0.956,1,0.999,0.963,0.994,0.6,1,1,147
0,0,0.953,0.998,1,0.974,0.995,0.78,1,1,347
0,0,0.976,0.999,1,0.962,0.995,0.774,1,1,285
0,0.001,0.98,1,0.999,0.966,0.994,0.72,1,1,181
0,0.001,0.971,0.998,1,0.975,0.995,0.772,1,1,226
0,0,0.974,1,1,0.96,0.995,0.759,1,1,266
0,0,0.961,1,0.999,0.965,0.994,0.816,1,1,341
0,0.001,0.981,1,0.999,0.962,0.994,0.807,1,1,172
0,0.001,0.953,0.997,1,0.966,0.995,0.772,1,1,322
0,0.001,0.938,0.999,1,0.964,0.995,0.778,1,1,207
0,0.001,0.955,1,0.999,0.966,0.994,0.668,1,1,181
0,0,0.965,1,0.999,0.97,0.994,0.631,1,1,156
0,0.001,0.967,1,0.999,0.968,0.994,0.609,1,1,158
0,0,0.979,1,0.999,0.974,0.994,0.597,1,1,171
0,0.001,0.95,1,1,0.965,0.995,0.775,1,1,392
0,0,0.969,1,0.999,0.979,0.994,0.786,1,1,166
0,0,0.963,0.998,1,0.977,0.995,0.769,1,1,491
0,0.001,0.95,0.999,1,0.955,0.995,0.768,1,1,275
0,0.001,0.959,0.998,1,0.962,0.995,0.769,1,1,307
0,0.001,0.939,1,0.999,0.976,0.994,0.649,1,1,145
0,0.001,0.986,1,0.999,0.964,0.994,0.646,1,1,152
1,0.998,0.23,0.001,0.628,0.478,0.995,0.649,1,0,321
1,0.998,0.24,0.003,0.627,0.493,0.993,0.541,1,0,299
1,0.999,0.221,0.001,0.628,0.49,0.995,0.654,1,0,307
1,0.998,0.246,0.003,0.63,0.498,0.997,0.7,1,0,274
1,0.998,0.236,0.003,0.629,0.482,0.997,0.679,1,0,193
1,0.998,0.228,0.001,0.628,0.475,0.995,0.665,1,0,331
1,0.998,0.207,0.003,0.627,0.495,0.993,0.542,1,0,221
0.238,0.297,0.71,0.616,0.853,0.781,0.995,0.71,1,1,230
1,0.998,0.229,0.001,0.628,0.48,0.995,0.657,1,0,334
1,0.998,0.251,0.001,0.628,0.496,0.995,0.657,1,0,354
1,1,0.209,0.003,0.627,0.479,0.993,0.506,1,0,301
0,0.001,0.958,0.999,1,0.974,0.995,0.787,1,1,272
0.238,0.297,0.718,0.616,0.854,0.795,0.995,0.569,1,1,256
1,0.999,0.219,0.002,0.628,0.496,0.995,0.661,1,0,253
0.833,0.998,0.233,0.146,0.652,0.473,0.996,0.624,1,0,224
1,0.998,0.243,0.003,0.629,0.485,0.996,0.643,1,0,184
0.833,0.998,0.233,0.146,0.649,0.474,0.992,0.425,1,0,151
0,0.001,0.954,0.997,1,0.983,0.995,0.775,1,1,343
1,0.998,0.224,0.002,0.626,0.49,0.992,0.487,1,0,210
1,0.998,0.232,0.003,0.629,0.492,0.996,0.636,1,0,245
1,0.998,0.217,0.002,0.628,0.486,0.995,0.672,1,0,227
1,0.999,0.227,0.003,0.631,0.491,0.999,0.775,1,0,211
0.476,0.832,0.547,0.501,0.864,0.707,0.994,0.452,1,1,280
0.595,0.736,0.033,0.21,0,0.029,0.001,0.044,0,0,186
0.595,0.736,0.031,0.21,0.001,0,0.002,0.052,0,0,150
1,0.998,0.226,0.003,0.627,0.477,0.993,0.526,1,0,297
0.238,0.297,0.731,0.616,0.853,0.789,0.994,0.625,1,1,163
1,0.998,0.22,0.003,0.626,0.485,0.991,0.477,1,0,202
0,0.001,0.964,1,0.999,0.981,0.994,0.581,1,1,247
1,0.998,0.232,0.003,0.631,0.478,0.999,0.78,1,0,297
0.238,0.299,0.711,0.616,0.853,0.78,0.994,0.669,1,1,263
0.238,0.298,0.706,0.616,0.854,0.796,0.995,0.789,1,1,219
1,0.998,0.23,0.003,0.629,0.486,0.996,0.623,1,0,201
1,0.999,0.22,0.003,0.629,0.487,0.996,0.666,1,0,276
1,0.998,0.217,0.002,0.628,0.49,0.995,0.657,1,0,221
0.238,0.297,0.718,0.616,0.853,0.795,0.994,0.608,1,1,143
1,1,0.224,0.001,0.628,0.494,0.995,0.654,1,0,388
0.476,0.832,0.556,0.501,0.864,0.722,0.994,0.443,1,1,177
1,1,0.221,0.001,0.628,0.492,0.995,0.668,1,0,202
1,1,0.218,0.003,0.627,0.501,0.994,0.547,1,0,206
1,0.998,0.242,0.003,0.629,0.494,0.995,0.631,1,0,279
0,0.001,0.943,1,1,0.967,0.995,0.779,1,1,280
0,0.002,0.967,1,1,0.983,0.995,0.763,1,1,223
0.476,0.831,0.549,0.501,0.866,0.686,0.996,0.742,1,1,203
1,0.998,0.234,0.003,0.629,0.493,0.996,0.673,1,0,177
1,0.998,0.213,0.001,0.628,0.485,0.995,0.66,1,0,321
0,0.001,0.963,0.997,1,0.961,0.995,0.771,1,1,375
0.238,0.297,0.694,0.613,0.854,0.792,0.996,0.785,1,1,322
0,0.001,0.964,0.998,1,0.963,0.995,0.762,1,1,446
1,0.998,0.209,0.002,0.628,0.498,0.995,0.688,1,0,172
1,0.998,0.228,0.001,0.628,0.487,0.995,0.657,1,0,285
1,0.998,0.243,0.001,0.628,0.496,0.995,0.671,1,0,357
0.833,0.998,0.224,0.144,0.652,0.484,0.996,0.623,1,0,304
1,0.998,0.228,0.001,0.628,0.505,0.995,0.67,1,0,197
1,0.998,0.231,0.003,0.629,0.499,0.996,0.626,1,0,344
0.833,0.998,0.246,0.146,0.65,0.474,0.993,0.458,1,0,347
1,1,0.231,0.003,0.627,0.493,0.994,0.556,1,0,193
1,1,0.228,0.001,0.628,0.483,0.995,0.656,1,0,281
0.476,0.831,0.558,0.501,0.864,0.705,0.994,0.439,1,1,177
1,0.998,0.232,0.003,0.63,0.486,0.997,0.705,1,0,218
0.476,0.831,0.539,0.501,0.866,0.676,0.997,0.765,1,1,244
1,0.999,0.227,0.001,0.628,0.504,0.995,0.662,1,0,297
1,0.998,0.231,0.003,0.63,0.493,0.997,0.695,1,0,170
1,0.998,0.232,0.003,0.627,0.507,0.994,0.564,1,0,184
1,1,0.225,0.001,0.628,0.484,0.995,0.662,1,0,351
1,0.998,0.243,0.001,0.628,0.507,0.995,0.653,1,0,175
1,1,0.23,0.003,0.627,0.5,0.993,0.526,1,0,167
1,0.998,0.23,0.003,0.631,0.497,0.998,0.747,1,0,163
0.833,0.998,0.238,0.144,0.652,0.474,0.996,0.622,1,0,226
0,0.003,0.962,1,0.999,0.955,0.994,0.645,1,1,185
0.833,0.998,0.221,0.144,0.652,0.466,0.996,0.622,1,0,312
0.238,0.297,0.71,0.616,0.854,0.785,0.995,0.652,1,1,308
1,0.998,0.222,0.002,0.626,0.5,0.992,0.479,1,0,181
1,0.998,0.203,0.003,0.627,0.486,0.993,0.519,1,0,244
1,0.999,0.223,0.003,0.63,0.504,0.997,0.697,1,0,230
0.595,0.739,0.012,0.21,0.001,0.019,0.001,0.043,0,0,152
0.238,0.299,0.71,0.616,0.853,0.777,0.995,0.579,1,1,148
1,0.998,0.218,0.002,0.628,0.479,0.995,0.657,1,0,250
1,0.999,0.218,0.001,0.628,0.485,0.995,0.672,1,0,218
0,0.001,0.943,0.999,1,0.971,0.995,0.774,1,1,305
1,0.998,0.237,0.003,0.63,0.484,0.998,0.743,1,0,187
1,0.998,0.215,0.003,0.628,0.474,0.995,0.61,1,0,197
0.595,0.736,0.028,0.21,0,0.024,0,0.022,0,0,184
1,0.998,0.235,0.002,0.626,0.5,0.992,0.474,1,0,159
0.238,0.297,0.729,0.616,0.853,0.801,0.994,0.665,1,1,277
1,0.999,0.202,0.003,0.628,0.491,0.995,0.619,1,0,232
0.833,1,0.245,0.146,0.652,0.466,0.996,0.618,1,0,259
0,0.001,0.957,0.997,1,0.967,0.995,0.779,1,1,388
1,0.999,0.245,0.003,0.629,0.493,0.997,0.682,1,0,168
1,0.998,0.218,0.003,0.63,0.496,0.997,0.681,1,0,212
1,1,0.208,0.001,0.628,0.479,0.995,0.667,1,0,354
0.238,0.297,0.719,0.616,0.853,0.787,0.995,0.635,1,1,191
0,0.002,0.965,1,0.999,0.97,0.994,0.726,1,1,196
1,0.998,0.229,0.002,0.628,0.5,0.995,0.657,1,0,249
1,0.998,0.22,0.001,0.628,0.489,0.995,0.663,1,0,239
0.833,1,0.244,0.145,0.652,0.467,0.996,0.627,1,0,270
0.833,1,0.239,0.146,0.652,0.479,0.996,0.616,1,0,262
0.238,0.297,0.713,0.616,0.853,0.78,0.995,0.843,1,1,245
0.833,0.998,0.227,0.146,0.65,0.468,0.993,0.471,1,0,167
1,0.998,0.233,0.001,0.628,0.477,0.995,0.663,1,0,261
0.595,0.737,0.016,0.21,0,0.009,0.001,0.027,0,0,260
0,0.002,0.971,1,0.999,0.966,0.994,0.651,1,1,194
1,0.998,0.24,0.003,0.627,0.487,0.993,0.541,1,0,224
0.238,0.297,0.703,0.615,0.854,0.787,0.996,0.747,1,1,203
0,0.001,0.97,1,0.999,0.983,0.994,0.632,1,1,170
1,0.998,0.239,0.003,0.629,0.495,0.996,0.649,1,0,266
0,0.002,0.975,1,0.999,0.966,0.994,0.618,1,1,183
0,0.001,0.963,0.999,1,0.98,0.995,0.777,1,1,304
1,0.998,0.235,0.001,0.628,0.473,0.995,0.668,1,0,325
1,0.998,0.217,0.003,0.628,0.476,0.994,0.571,1,0,186
1,0.999,0.211,0.001,0.628,0.492,0.995,0.65,1,0,297
1,1,0.234,0.003,0.627,0.495,0.994,0.546,1,0,340
1,0.998,0.244,0.003,0.627,0.492,0.993,0.514,1,0,184
1,1,0.249,0.002,0.628,0.479,0.995,0.658,1,0,161
0.833,0.999,0.214,0.146,0.649,0.473,0.992,0.419,1,0,131
1,0.999,0.225,0,0.628,0.496,0.995,0.663,1,0,344
1,0.999,0.213,0.001,0.628,0.502,0.995,0.658,1,0,342
1,0.999,0.229,0.001,0.628,0.478,0.995,0.654,1,0,543
1,0.998,0.219,0.003,0.628,0.488,0.995,0.609,1,0,187
1,0.998,0.242,0.002,0.626,0.504,0.992,0.479,1,0,177
1,0.998,0.236,0.003,0.628,0.49,0.995,0.616,1,0,194
0.595,0.738,0.011,0.21,0.002,0.012,0.003,0.109,0,0,174
1,0.999,0.237,0.003,0.63,0.5,0.997,0.702,1,0,226
1,0.998,0.244,0.003,0.627,0.496,0.993,0.512,1,0,170
1,0.998,0.23,0.002,0.628,0.491,0.995,0.667,1,0,239
1,0.998,0.216,0.001,0.628,0.486,0.995,0.654,1,0,302
1,0.998,0.229,0.002,0.628,0.501,0.995,0.657,1,0,235
1,0.998,0.236,0.002,0.628,0.483,0.995,0.652,1,0,248
0.238,0.297,0.714,0.616,0.853,0.787,0.994,0.627,1,1,190
0.238,0.297,0.714,0.616,0.853,0.802,0.995,0.659,1,1,166
0,0.003,0.964,0.998,1,0.97,0.995,0.764,1,1,370
0.238,0.297,0.693,0.614,0.854,0.787,0.996,0.757,1,1,254
1,0.999,0.225,0.001,0.628,0.477,0.995,0.672,1,0,489
0.476,0.831,0.581,0.501,0.864,0.689,0.994,0.447,1,1,247
1,0.999,0.229,0.003,0.626,0.486,0.992,0.485,1,0,149
0,0.001,0.947,0.999,1,0.983,0.995,0.77,1,1,205
1,0.999,0.226,0.003,0.627,0.497,0.993,0.515,1,0,225
1,0.998,0.221,0.003,0.627,0.493,0.993,0.522,1,0,178
1,0.998,0.245,0.003,0.63,0.491,0.997,0.71,1,0,251
1,0.998,0.24,0.002,0.628,0.473,0.995,0.648,1,0,298
1,0.998,0.226,0.003,0.627,0.487,0.993,0.53,1,0,199
0,0.001,0.979,1,0.999,0.974,0.994,0.762,1,1,209
1,0.998,0.22,0.003,0.627,0.497,0.993,0.522,1,0,184
1,0.999,0.217,0.001,0.628,0.494,0.995,0.66,1,0,297
1,0.998,0.228,0.003,0.629,0.486,0.996,0.662,1,0,228
0.238,0.298,0.695,0.616,0.853,0.791,0.995,0.747,1,1,303
1,0.998,0.223,0.002,0.627,0.5,0.993,0.514,1,0,234
1,0.998,0.222,0.001,0.628,0.472,0.995,0.658,1,0,193
1,0.999,0.226,0.002,0.628,0.495,0.995,0.66,1,0,261
0.238,0.297,0.726,0.616,0.853,0.79,0.994,0.594,1,1,149
0,0.001,0.947,0.997,1,0.968,0.995,0.774,1,1,351
0.833,0.999,0.228,0.146,0.651,0.467,0.995,0.526,1,0,262
0.595,0.736,0.016,0.21,0.001,0.016,0.001,0.034,0,0,168
0.833,0.998,0.243,0.144,0.652,0.465,0.996,0.622,1,0,203
1,0.998,0.201,0.001,0.628,0.487,0.995,0.656,1,0,295
0,0.001,0.971,1,0.999,0.965,0.994,0.562,1,1,139
0,0.001,0.955,0.996,1,0.981,0.995,0.76,1,1,298
1,0.998,0.244,0.001,0.628,0.485,0.995,0.651,1,0,399
0,0.001,0.962,0.997,1,0.972,0.995,0.782,1,1,288
0.595,0.737,0.014,0.21,0.001,0.019,0.002,0.056,0,0,187
0,0.001,0.965,1,1,0.968,0.995,0.769,1,1,303
1,0.998,0.219,0.001,0.628,0.488,0.995,0.664,1,0,313
1,0.999,0.246,0.002,0.628,0.478,0.995,0.648,1,0,285
0.833,0.998,0.225,0.142,0.652,0.456,0.996,0.625,1,0,380
0,0.001,0.951,1,0.999,0.974,0.994,0.621,1,1,255
1,0.999,0.251,0.003,0.628,0.487,0.995,0.59,1,0,269
0.238,0.297,0.715,0.616,0.853,0.801,0.994,0.695,1,1,263
1,0.998,0.217,0.003,0.631,0.504,0.999,0.808,1,0,196
0,0.001,0.968,0.998,1,0.974,0.995,0.767,1,1,227
0.476,0.832,0.554,0.501,0.864,0.707,0.994,0.422,1,1,161
1,0.998,0.226,0.002,0.628,0.498,0.995,0.65,1,0,399
1,0.998,0.225,0.003,0.629,0.479,0.996,0.665,1,0,273
1,0.999,0.222,0.001,0.628,0.479,0.995,0.66,1,0,457
1,1,0.235,0,0.628,0.494,0.995,0.657,1,0,370
0.238,0.297,0.72,0.616,0.854,0.782,0.994,0.695,1,1,156
1,0.999,0.229,0.003,0.628,0.489,0.994,0.576,1,0,180
1,0.998,0.23,0.003,0.629,0.485,0.996,0.666,1,0,242
1,1,0.238,0.003,0.628,0.484,0.994,0.567,1,0,170
0.238,0.299,0.68,0.614,0.854,0.791,0.996,0.757,1,1,435
1,0.999,0.251,0.002,0.628,0.492,0.995,0.658,1,0,344
0,0.001,0.955,1,0.999,0.985,0.994,0.592,1,1,134
1,0.998,0.224,0.003,0.627,0.484,0.993,0.508,1,0,205
1,0.998,0.249,0.003,0.63,0.489,0.997,0.682,1,0,190
1,0.998,0.238,0.002,0.628,0.49,0.995,0.662,1,0,379
0.833,0.998,0.229,0.144,0.652,0.47,0.996,0.617,1,0,259
0,0.001,0.975,1,0.999,0.971,0.994,0.62,1,1,163
0.238,0.299,0.699,0.615,0.854,0.784,0.996,0.761,1,1,273
0.238,0.299,0.712,0.616,0.853,0.793,0.994,0.653,1,1,254
1,0.999,0.24,0.002,0.627,0.487,0.993,0.527,1,0,239
0.833,0.998,0.244,0.143,0.652,0.469,0.996,0.628,1,0,381
1,0.998,0.229,0.001,0.628,0.48,0.995,0.649,1,0,297
1,0.998,0.225,0.003,0.628,0.479,0.995,0.593,1,0,190
1,0.998,0.242,0.003,0.63,0.488,0.997,0.69,1,0,197
0.238,0.297,0.71,0.616,0.853,0.789,0.994,0.599,1,1,145
1,0.998,0.23,0.002,0.626,0.497,0.992,0.488,1,0,159
1,0.998,0.241,0.003,0.63,0.481,0.998,0.733,1,0,174
0.238,0.297,0.681,0.616,0.853,0.801,0.995,0.573,1,1,170
0.238,0.297,0.703,0.616,0.855,0.8,0.996,0.764,1,1,164
1,1,0.239,0.003,0.627,0.499,0.993,0.528,1,0,176
1,0.998,0.221,0.001,0.628,0.491,0.995,0.663,1,0,225
0,0.003,0.968,1,0.999,0.958,0.994,0.723,1,1,378
0.238,0.297,0.709,0.615,0.854,0.777,0.996,0.762,1,1,241
1,0.998,0.235,0.002,0.628,0.493,0.995,0.663,1,0,324
1,0.999,0.218,0.003,0.631,0.479,0.999,0.788,1,0,211
1,0.998,0.226,0.003,0.628,0.489,0.994,0.57,1,0,242
0.238,0.297,0.715,0.616,0.853,0.797,0.995,0.677,1,1,263
1,0.998,0.215,0.002,0.628,0.472,0.995,0.657,1,0,379
1,0.998,0.223,0.003,0.631,0.487,0.999,0.795,1,0,290
1,0.999,0.231,0.003,0.628,0.493,0.995,0.601,1,0,161
1,1,0.245,0.003,0.631,0.469,0.999,0.777,1,0,167
1,0.998,0.218,0.003,0.627,0.491,0.993,0.553,1,0,146
1,0.998,0.233,0.003,0.63,0.482,0.997,0.693,1,0,229
0.476,0.833,0.538,0.501,0.864,0.706,0.995,0.518,1,1,197
0,0.001,0.981,1,0.999,0.971,0.994,0.567,1,1,128
1,0.998,0.225,0.003,0.629,0.474,0.996,0.658,1,0,361
1,0.998,0.207,0.003,0.628,0.493,0.995,0.604,1,0,244
0.595,0.739,0.014,0.21,0.001,0.041,0.002,0.071,0,0,200
0.238,0.297,0.72,0.616,0.853,0.79,0.995,0.589,1,1,236
0,0.002,0.966,0.999,1,0.96,0.995,0.767,1,1,190
1,0.998,0.213,0.003,0.629,0.482,0.996,0.654,1,0,202
1,0.999,0.223,0.001,0.628,0.476,0.995,0.67,1,0,274
0,0.001,0.962,1,0.999,0.982,0.994,0.613,1,1,202
0.238,0.297,0.696,0.616,0.853,0.802,0.995,0.606,1,1,247
1,0.998,0.222,0.001,0.628,0.5,0.995,0.663,1,0,268
0.238,0.297,0.699,0.613,0.854,0.787,0.996,0.756,1,1,418
0,0.001,0.972,1,0.999,0.962,0.994,0.719,1,1,194
0.833,0.998,0.233,0.145,0.652,0.472,0.996,0.615,1,0,287
0.833,0.998,0.216,0.146,0.652,0.465,0.996,0.608,1,0,279
0.476,0.832,0.559,0.501,0.865,0.691,0.995,0.606,1,1,280
1,0.998,0.216,0.001,0.628,0.495,0.995,0.659,1,0,250
1,0.998,0.232,0.003,0.626,0.49,0.992,0.489,1,0,194
1,0.998,0.236,0.002,0.626,0.492,0.993,0.499,1,0,273
1,1,0.217,0.003,0.628,0.486,0.995,0.615,1,0,289
1,0.998,0.241,0.003,0.626,0.493,0.992,0.47,1,0,207
1,0.998,0.243,0.002,0.628,0.491,0.995,0.657,1,0,199
1,0.998,0.233,0.001,0.628,0.493,0.995,0.67,1,0,225
1,0.999,0.224,0.002,0.627,0.483,0.994,0.57,1,0,212
1,1,0.224,0.001,0.628,0.488,0.995,0.673,1,0,187
0,0.002,0.973,0.998,1,0.965,0.995,0.773,1,1,365
1,0.998,0.231,0.003,0.626,0.497,0.992,0.493,1,0,149
0.833,1,0.238,0.146,0.651,0.47,0.994,0.496,1,0,332
1,0.999,0.217,0.003,0.626,0.506,0.992,0.519,1,0,222
1,0.998,0.208,0.001,0.628,0.472,0.995,0.656,1,0,327
1,1,0.223,0.003,0.629,0.486,0.996,0.667,1,0,267
0.238,0.299,0.716,0.616,0.853,0.786,0.995,0.642,1,1,205
0.595,0.736,0.021,0.21,0,0.01,0,0.023,0,0,161
1,0.999,0.218,0.001,0.628,0.486,0.995,0.659,1,0,211
0,0.001,0.971,1,0.999,0.981,0.994,0.609,1,1,184
1,0.998,0.231,0.001,0.628,0.481,0.995,0.663,1,0,255
