machine_name,operational_setting_1,operational_setting_2,sensor_measurement_04,sensor_measurement_06,sensor_measurement_08,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,operational_setting_3,sensor_measurement_16
304,42.003,0.84,1138.67,5.72,2212.83,42.87,2388.93,8136.79,100,0.02
305,35.0005,0.84,1151.97,8,2222.83,42.65,2387.85,8056.65,100,0.02
306,42.0028,0.84,1140.39,5.72,2214.02,42.63,2390.23,8208.21,100,0.02
307,42.0079,0.84,1147.23,5.72,2212.06,42.69,2388.15,8102.66,100,0.02
308,25.0064,0.62,1058.96,9.03,1915.23,37.29,2028.1,7870.78,60,0.02
309,42.0034,0.84,1154.1,5.72,2211.91,42.7,2387.94,8097.58,100,0.02
310,41.9985,0.8401,1138.32,5.72,2211.75,42.68,2387.81,8089.3,100,0.02
311,42,0.84,1149.1,5.72,2213.38,42.74,2389.64,8175.4,100,0.02
312,25.0042,0.62,1070.86,9.03,1914.94,37.35,2027.71,7857.97,60,0.02
313,42.003,0.8403,1149.08,5.72,2213.9,42.58,2390.1,8210.66,100,0.02
314,41.9994,0.8411,1143.01,5.72,2212.28,42.78,2388.31,8108.56,100,0.02
315,42.0071,0.8412,1144.72,5.72,2213.63,42.77,2389.85,8185.67,100,0.02
316,0.0008,0,1431.64,21.61,2388.23,48.24,2388.24,8145.52,100,0.03
317,19.9985,0.7,1275.66,13.66,2324.1,45.1,2388.24,8050.39,100,0.03
318,0.0014,0,1434.58,21.61,2388.19,48.25,2388.21,8175.32,100,0.03
319,42.0026,0.84,1146.76,5.72,2211.56,42.68,2387.62,8080.88,100,0.02
320,42.0028,0.84,1149.74,5.72,2211.77,42.7,2387.77,8083.29,100,0.02
321,42.0067,0.84,1147.35,5.72,2212.77,42.7,2388.9,8134.9,100,0.02
322,10.0017,0.2508,1331.59,15.5,2319.17,46.06,2388.43,8117.85,100,0.03
323,42.003,0.84,1143.35,5.72,2213.22,42.72,2389.45,8164,100,0.02
324,20.0026,0.7018,1267.03,13.66,2324.14,45.11,2388.17,8051.04,100,0.03
325,10.0042,0.25,1331.34,15.5,2319.17,45.98,2388.41,8130.66,100,0.03
326,42.006,0.84,1146.32,5.71,2211.66,42.71,2387.75,8081.78,100,0.02
327,42.0052,0.84,1148.14,5.72,2212.74,42.65,2388.93,8137.62,100,0.02
328,42.0061,0.84,1146.51,5.72,2213.02,42.95,2389.18,8149.63,100,0.02
329,41.9981,0.8417,1149.04,5.72,2211.75,42.72,2387.82,8082.19,100,0.02
330,42.0022,0.84,1142.93,5.72,2212.13,42.69,2388.32,8110.35,100,0.02
331,0.0016,0.0018,1428.5,21.61,2388.26,48.2,2388.28,8114.88,100,0.03
332,41.9998,0.84,1146.74,5.72,2212.94,42.61,2389.09,8147.76,100,0.02
333,42.0051,0.84,1144.59,5.72,2213.04,42.67,2389.19,8147.92,100,0.02
334,9.9995,0.2501,1334.59,15.5,2319.21,46.12,2388.41,8106.99,100,0.03
335,0.0001,0,1433.27,21.61,2388.33,48.11,2388.28,8118.52,100,0.03
336,42.0077,0.8408,1141.93,5.72,2211.77,42.87,2387.72,8082.34,100,0.02
337,42.0031,0.84,1144.31,5.72,2212.23,42.55,2388.28,8108.56,100,0.02
338,35.0079,0.8401,1153.58,8,2222.56,42.67,2387.68,8050.36,100,0.02
339,10.0059,0.25,1333.83,15.5,2319.2,46.19,2388.44,8152.66,100,0.03
340,0.0018,0,1422.36,21.61,2388.28,48.12,2388.25,8125.31,100,0.03
341,10.0049,0.2515,1338.99,15.5,2319.27,45.94,2388.38,8189.54,100,0.03
342,42.0019,0.84,1150.4,5.72,2213.68,42.62,2389.86,8188.74,100,0.02
343,42.0017,0.8415,1140.94,5.72,2213.19,42.86,2389.26,8163.62,100,0.02
344,0.0008,0,1432.03,21.61,2388.3,48.19,2388.26,8103.87,100,0.03
345,42.0024,0.8411,1143.62,5.72,2212.56,42.8,2388.68,8126.94,100,0.02
346,42.0007,0.84,1143.15,5.72,2212.41,42.72,2388.57,8119.74,100,0.02
347,25.0041,0.62,1069.04,9.03,1915.55,37.24,2028.51,7889.73,60,0.02
348,0.0015,0,1429.64,21.61,2388.23,48.34,2388.21,8147.85,100,0.03
349,41.9983,0.84,1142.85,5.72,2212.82,42.7,2389,8144,100,0.02
350,25.0051,0.62,1068.75,9.03,1914.87,37.37,2027.74,7850.96,60,0.02
351,41.9988,0.84,1145.99,5.72,2212.83,42.61,2389.02,8144.66,100,0.02
352,10.0014,0.2514,1328.75,15.5,2319.22,46.3,2388.41,8102.51,100,0.03
353,9.9992,0.25,1338,15.5,2319.19,45.96,2388.34,8114.17,100,0.03
354,25.0024,0.6203,1075.12,9.03,1914.96,37.46,2027.84,7855.14,60,0.02
355,42.0058,0.8419,1143.87,5.72,2211.9,42.79,2387.97,8091.37,100,0.02
356,0.0019,0.0003,1425.84,21.61,2388.32,48.36,2388.29,8128.22,100,0.03
357,42.0077,0.8411,1146.53,5.72,2213.35,42.7,2389.5,8171.37,100,0.02
358,9.9984,0.25,1326.79,15.5,2319.17,46.08,2388.46,8124.16,100,0.03
359,41.9989,0.8405,1149.97,5.71,2211.63,42.73,2387.73,8075.91,100,0.02
360,35.0036,0.84,1145.52,8.01,2225.12,42.5,2390.38,8185.35,100,0.02
361,0.0043,-0.0001,1434.33,21.61,2388.25,48.34,2388.23,8149.15,100,0.03
362,-0.0023,0.0004,1419.99,21.58,2388.53,48.08,2388.51,8190.81,100,0.03
363,-0.0015,-0.0002,1424.21,21.61,2388.2,47.95,2388.17,8163.26,100,0.03
364,0.001,0.0004,1426.14,21.61,2388.32,48.2,2388.34,8116.35,100,0.03
365,-0.0017,-0.0005,1437.97,21.61,2388.18,48.32,2388.21,8178.97,100,0.03
366,-0.0002,-0.0005,1429.1,21.61,2388.26,48.19,2388.27,8152.09,100,0.03
367,-0.0014,-0.0001,1428.6,21.57,2388.46,48.31,2388.53,8193.34,100,0.03
368,-0.0023,0.0001,1426.91,21.61,2388.28,48.22,2388.23,8148.89,100,0.03
369,0.001,-0.0002,1429.76,21.6,2388.52,48.2,2388.51,8193.86,100,0.03
370,0.0022,0.0004,1423.66,21.45,2388.39,48.3,2388.37,8187.71,100,0.03
371,0.0019,-0.0001,1429.92,21.57,2388.56,48.2,2388.55,8192.05,100,0.03
372,-0.0001,-0.0002,1432.52,21.61,2388.29,48.12,2388.22,8138.23,100,0.03
373,0.0015,0,1429.21,21.61,2388.23,48.27,2388.2,8224.28,100,0.03
374,0.0003,0,1431.9,21.61,2388.29,48.21,2388.29,8117.88,100,0.03
375,-0.0038,0.0004,1426.67,21.61,2388.23,48.25,2388.27,8149.91,100,0.03
376,-0.0017,0.0003,1424.27,21.61,2388.59,48.31,2388.5,8192.94,100,0.03
377,0.0028,-0.0002,1431.28,21.58,2388.57,48.31,2388.53,8199.44,100,0.03
378,-0.0001,0.0004,1425.05,21.56,2388.51,48.27,2388.48,8197.58,100,0.03
379,0.0006,0.0004,1426.21,21.61,2388.58,48.33,2388.59,8192.35,100,0.03
380,0.0002,0.0003,1430.2,21.58,2388.59,48.44,2388.51,8194.58,100,0.03
381,0.0003,0.0001,1433.83,21.58,2388.56,48.14,2388.52,8193.06,100,0.03
382,0.0015,-0.0003,1435.85,21.61,2388.23,48.05,2388.25,8149.5,100,0.03
383,-0.0009,-0.0005,1429.25,21.61,2388.32,48.19,2388.3,8120.13,100,0.03
384,-0.0016,-0.0004,1432.77,21.56,2388.49,48.1,2388.51,8196.59,100,0.03
385,0.0015,-0.0002,1431.83,21.61,2388.16,48.06,2388.18,8238.47,100,0.03
386,-0.0008,0.0005,1429.32,21.61,2388.2,48.11,2388.21,8154.58,100,0.03
387,0.0012,-0.0003,1428.9,21.57,2388.56,48.05,2388.55,8192.99,100,0.03
388,-0.0043,-0.0001,1425.89,21.61,2388.23,48.17,2388.24,8134.3,100,0.03
389,-0.0022,0,1428.02,21.61,2388.24,48.08,2388.23,8146.5,100,0.03
390,-0.0009,-0.0005,1437.5,21.61,2388.45,48.1,2388.42,8278.39,100,0.03
391,-0.001,-0.0004,1427.2,21.61,2388.27,48.28,2388.3,8142.41,100,0.03
392,-0.0024,-0.0002,1426.8,21.61,2388.17,48.43,2388.17,8258.74,100,0.03
393,0.0003,0.0001,1433.24,21.61,2388.54,47.95,2388.6,8190.59,100,0.03
394,0.0021,0.0002,1424.64,21.57,2388.47,48.27,2388.53,8195.35,100,0.03
395,-0.001,0.0001,1438.32,21.61,2388.21,48.14,2388.24,8163.51,100,0.03
396,-0.0007,0.0005,1429.99,21.61,2388.36,48.29,2388.3,8122.56,100,0.03
397,0.0016,-0.0005,1427.83,21.57,2388.59,48.11,2388.47,8193.32,100,0.03
398,-0.0003,0.0004,1428.98,21.61,2388.56,48.07,2388.52,8194.39,100,0.03
399,-0.003,0.0003,1419.64,21.61,2388.52,48.17,2388.61,8194.87,100,0.03
400,0.0008,-0.0005,1435.27,21.61,2388.36,48.26,2388.33,8122.26,100,0.03
401,0.0023,0.0001,1423.75,21.59,2388.51,48.26,2388.54,8196.07,100,0.03
402,-0.0015,-0.0001,1423.91,21.58,2388.51,48.17,2388.51,8188.3,100,0.03
403,0.0037,0.0002,1421.74,21.61,2388.53,48.14,2388.57,8188.85,100,0.03
404,-0.0026,-0.0002,1427.31,21.61,2388.35,48.18,2388.34,8116.38,100,0.03
405,0.004,0,1436.23,21.59,2388.55,48.2,2388.53,8193.7,100,0.03
406,-0.0007,-0.0005,1427.08,21.6,2388.52,48.34,2388.53,8196.55,100,0.03
407,0.0022,0.0003,1431.39,21.61,2388.17,48.1,2388.24,8210.38,100,0.03
408,-0.0007,-0.0003,1432.89,21.61,2388.2,48.07,2388.16,8240.38,100,0.03
409,-0.0011,-0.0004,1427.68,21.6,2388.52,48.2,2388.55,8190.94,100,0.03
410,-0.0024,0,1439.12,21.61,2388.33,48.21,2388.33,8120.68,100,0.03
411,0.002,0,1435.1,21.61,2388.14,48.12,2388.18,8227.91,100,0.03
412,0.0002,-0.0003,1432.87,21.61,2388.22,48.01,2388.18,8183.92,100,0.03
413,0.0007,-0.0003,1435.04,21.61,2388.3,48.27,2388.38,8105.02,100,0.03
414,-0.0017,0.0004,1430.02,21.61,2388.2,48.19,2388.19,8216.48,100,0.03
415,-0.0016,0.0001,1424.15,21.57,2388.56,48.2,2388.6,8192.24,100,0.03
416,0.0035,0.0004,1430.39,21.61,2388.31,48.28,2388.31,8113.4,100,0.03
417,0.0023,-0.0002,1422.42,21.61,2388.56,48.23,2388.57,8190.03,100,0.03
418,0.001,0.0001,1427.96,21.61,2388.35,48.32,2388.32,8122.2,100,0.03
419,0,0.0002,1423.7,21.61,2388.55,48.11,2388.58,8189.16,100,0.03
420,-0.0008,0.0001,1424.4,21.59,2388.48,48.07,2388.52,8193.06,100,0.03
421,0.0038,0.0001,1424.45,21.61,2388.19,48.05,2388.15,8209.56,100,0.03
422,-0.0023,-0.0001,1419.32,21.59,2388.5,48.22,2388.56,8192.7,100,0.03
423,0.0029,0.0004,1434.44,21.61,2388.29,48.04,2388.3,8139.6,100,0.03
424,-0.0009,0.0005,1433.73,21.61,2388.2,48.12,2388.18,8272.42,100,0.03
425,0.0023,-0.0001,1441.16,21.61,2388.33,48.14,2388.27,8116.53,100,0.03
426,-0.0036,-0.0004,1431.15,21.61,2388.17,48.16,2388.22,8160.71,100,0.03
427,-0.0017,0,1426.53,21.61,2388.26,48.25,2388.26,8126.18,100,0.03
428,-0.0016,0.0004,1430.89,21.61,2388.52,47.98,2388.56,8290.55,100,0.03
429,0.0002,-0.0001,1428.49,21.61,2388.28,48.28,2388.29,8126.31,100,0.03
430,-0.0008,-0.0003,1431.45,21.61,2388.27,48.23,2388.24,8146.31,100,0.03
431,0.0011,0,1427.3,21.56,2388.56,48.09,2388.5,8194.48,100,0.03
432,0.0008,0,1431.27,21.58,2388.5,48.13,2388.52,8190.87,100,0.03
433,0.0004,-0.0001,1428.99,21.59,2388.52,48.17,2388.53,8195,100,0.03
434,0.0009,-0.0003,1428.73,21.61,2388.18,48.25,2388.19,8195.19,100,0.03
435,-0.004,0.0002,1431.06,21.58,2388.47,48.25,2388.52,8191.54,100,0.03
436,0.0041,0.0003,1430.18,21.61,2388.36,48.29,2388.37,8100.35,100,0.03
437,-0.0015,-0.0003,1424.58,21.6,2388.49,48.17,2388.53,8198.34,100,0.03
438,-0.0002,-0.0002,1436.1,21.61,2388.29,48.3,2388.21,8155.17,100,0.03
439,0.0011,0.0003,1426.1,21.61,2388.3,48.15,2388.31,8124.7,100,0.03
440,-0.0028,0.0002,1424.72,21.61,2388.33,48.11,2388.31,8116.41,100,0.03
441,-0.0016,-0.0005,1423.58,21.58,2388.55,48.23,2388.55,8196.1,100,0.03
442,-0.0008,-0.0004,1432.22,21.59,2388.54,48.09,2388.52,8193.7,100,0.03
443,0.0003,0.0002,1433.78,21.61,2388.25,48.14,2388.24,8169.79,100,0.03
444,0.0006,0.0001,1430.34,21.58,2388.54,48.24,2388.56,8192.64,100,0.03
445,-0.0052,-0.0003,1431.62,21.61,2388.56,48.07,2388.59,8186.89,100,0.03
446,-0.0002,-0.0005,1426.71,21.61,2388.2,48.13,2388.2,8212.19,100,0.03
447,-0.0005,0.0004,1434.13,21.61,2388.15,48.1,2388.18,8208.27,100,0.03
448,0.0006,0.0003,1423.59,21.57,2388.52,48.14,2388.45,8192.66,100,0.03
449,0.0002,0.0003,1417.81,21.59,2388.54,48.12,2388.53,8195.39,100,0.03
450,-0.0001,0.0001,1424.45,21.61,2388.23,48.14,2388.27,8146.87,100,0.03
451,0.0077,-0.0003,1428.1,21.61,2388.27,48.19,2388.29,8130.41,100,0.03
452,-0.0009,0.0004,1428.86,21.61,2388.32,48.16,2388.37,8120.71,100,0.03
453,0.0013,-0.0002,1433.34,21.61,2388.26,48.23,2388.3,8115.32,100,0.03
454,-0.0029,0,1422.35,21.61,2388.58,48.13,2388.55,8194.24,100,0.03
455,0.0007,-0.0004,1429.75,21.61,2388.15,48.29,2388.15,8199.01,100,0.03
456,-0.0034,-0.0001,1427.42,21.58,2388.51,48.27,2388.49,8191.36,100,0.03
457,0.0001,0.0001,1422.49,21.6,2388.52,48.01,2388.53,8190.97,100,0.03
458,0.0023,0.0001,1425.69,21.58,2388.52,48.09,2388.51,8191.37,100,0.03
459,-0.0013,0.0002,1417.99,21.61,2388.29,48.25,2388.26,8138.32,100,0.03
460,0,0.0003,1436.06,21.61,2388.26,48.12,2388.24,8136.98,100,0.03
461,42.0058,0.84,1147,5.7,2212.51,42.56,2388.61,8138.46,100,0.02
462,42.0006,0.8407,1150.95,5.72,2211.87,42.73,2388.03,8090.7,100,0.02
463,42.0028,0.841,1143.62,5.7,2212.44,42.7,2388.6,8140.69,100,0.02
464,42.0072,0.84,1153.02,5.72,2213.28,42.79,2389.42,8160.97,100,0.02
465,42.0047,0.84,1149.1,5.72,2213.03,42.61,2389.23,8151.6,100,0.02
466,42.0012,0.8406,1146.21,5.69,2212.51,42.53,2388.68,8145.61,100,0.02
467,42.0024,0.84,1138.32,5.72,2211.86,42.76,2387.92,8090.73,100,0.02
468,10.0029,0.25,1330.4,15.5,2319.18,46.03,2388.41,8165.22,100,0.03
469,42.0066,0.8402,1146.5,5.7,2212.46,42.59,2388.56,8141.82,100,0.02
470,42.0067,0.8401,1154.83,5.69,2212.52,42.77,2388.62,8142.05,100,0.02
471,42.0066,0.8416,1138.83,5.72,2211.81,42.58,2387.82,8075.07,100,0.02
472,0.0006,0,1425.55,21.59,2388.6,48.23,2388.58,8199.23,100,0.03
473,10.0045,0.25,1333.66,15.5,2319.23,46.19,2388.44,8102.98,100,0.03
474,42.0038,0.8409,1142.67,5.71,2212.49,42.77,2388.62,8143.59,100,0.02
475,35.003,0.84,1148.06,8,2223.78,42.51,2388.87,8127.14,100,0.02
476,42.0052,0.84,1151.83,5.72,2212.76,42.64,2388.87,8135.62,100,0.02
477,35.0048,0.8404,1147.97,8,2222.4,42.52,2387.54,8039.1,100,0.02
478,0.0016,0,1424.07,21.57,2388.5,48.34,2388.51,8193.96,100,0.03
479,42.0021,0.84,1144.66,5.71,2211.46,42.7,2387.58,8066.69,100,0.02
480,41.9997,0.8404,1147.62,5.72,2212.68,42.72,2388.84,8132.58,100,0.02
481,42.0001,0.84,1141.93,5.71,2212.44,42.65,2388.61,8148.44,100,0.02
482,42.0047,0.8413,1145.63,5.72,2213.65,42.71,2389.92,8194.02,100,0.02
483,19.9993,0.7002,1268.31,13.66,2324.16,45.18,2388.28,8051.18,100,0.03
484,25.0033,0.62,1071.42,9.03,1914.97,37.43,2027.93,7870.62,60,0.02
485,25.0064,0.62,1070.81,9.03,1915.25,37.1,2028.18,7873.99,60,0.02
486,42.0012,0.84,1145.46,5.72,2211.79,42.55,2387.85,8083.82,100,0.02
487,10.006,0.2501,1338.76,15.5,2319.13,46.12,2388.39,8127.78,100,0.03
488,42.0058,0.84,1142.93,5.72,2211.29,42.64,2387.3,8061.98,100,0.02
489,0.0029,0,1427.75,21.61,2388.35,48.31,2388.29,8108.05,100,0.03
490,41.9985,0.8405,1147.59,5.72,2213.86,42.56,2390.06,8196.51,100,0.02
491,9.9987,0.2516,1330.98,15.5,2319.21,46.01,2388.37,8147.25,100,0.03
492,10.0001,0.2508,1329.13,15.5,2319.23,46.2,2388.43,8200.47,100,0.03
493,42.002,0.84,1146.77,5.72,2212.67,42.65,2388.84,8126.96,100,0.02
494,42.0067,0.8412,1143.1,5.72,2212.95,42.67,2389.07,8145.95,100,0.02
495,42.006,0.84,1142.01,5.71,2212.39,42.7,2388.52,8141.78,100,0.02
496,9.9984,0.25,1333.67,15.5,2319.19,46.19,2388.39,8120.22,100,0.03
497,41.9981,0.842,1144.73,5.69,2212.55,42.75,2388.63,8140.38,100,0.02
498,20.0031,0.7003,1271.64,13.66,2324.07,45.35,2388.21,8047.17,100,0.03
499,42.0028,0.842,1143.66,5.7,2212.43,42.72,2388.53,8146.61,100,0.02
500,42.0074,0.8416,1142.28,5.72,2211.95,42.83,2388.14,8093.09,100,0.02
501,42.0027,0.84,1151.63,5.72,2212.61,42.75,2388.74,8130.48,100,0.02
502,0.0013,0,1419.84,21.61,2388.56,48.15,2388.57,8195.72,100,0.03
503,0.0004,0.0011,1428.83,21.61,2388.6,48.33,2388.56,8188.89,100,0.03
504,20.0057,0.7,1269.13,13.66,2324.93,44.94,2389.09,8179.55,100,0.03
505,42.0043,0.84,1148.41,5.72,2212.92,42.73,2389,8149.08,100,0.02
506,42.0071,0.8406,1140.55,5.69,2212.54,42.64,2388.64,8143.19,100,0.02
507,0.0013,0,1427.34,21.56,2388.52,48.08,2388.52,8192.52,100,0.03
508,9.9987,0.25,1324.52,15.44,2319.66,46.15,2388.95,8198.48,100,0.03
509,0.0013,0,1427.68,21.58,2388.53,48.11,2388.58,8188.14,100,0.03
510,42.0032,0.84,1138.83,5.71,2212.42,42.79,2388.55,8155.56,100,0.02
511,42.0069,0.8402,1146.33,5.7,2212.47,42.67,2388.56,8141.64,100,0.02
512,41.9997,0.84,1152.03,5.69,2212.56,42.77,2388.7,8147.97,100,0.02
513,35.0055,0.84,1144.48,7.97,2223.83,42.63,2389.01,8126.77,100,0.02
514,42.0058,0.8403,1146.09,5.7,2212.5,42.87,2388.57,8147.58,100,0.02
515,41.9992,0.84,1147.44,5.72,2212.62,42.8,2388.76,8128.08,100,0.02
516,35.0025,0.84,1152.9,8,2222.7,42.52,2387.78,8053.54,100,0.02
517,42.0054,0.8418,1147.48,5.72,2211.98,42.73,2388.08,8097.35,100,0.02
518,42.0063,0.8418,1146.05,5.7,2212.47,42.62,2388.62,8141.19,100,0.02
519,20.0001,0.7,1272.28,13.66,2324.07,45.16,2388.23,8045.19,100,0.03
520,42.003,0.84,1147.58,5.72,2213.25,42.65,2389.45,8163.21,100,0.02
521,20.0069,0.7,1265.29,13.66,2325.05,44.83,2389.15,8189.6,100,0.03
522,41.9994,0.8414,1145.97,5.7,2212.48,42.86,2388.56,8143.86,100,0.02
523,42.0057,0.84,1147.46,5.72,2213.09,42.74,2389.32,8158.85,100,0.02
524,42.0027,0.84,1147.86,5.72,2211.94,42.9,2388.08,8100.82,100,0.02
525,42.0079,0.8417,1145.07,5.7,2212.44,42.63,2388.59,8144.05,100,0.02
526,42.0057,0.84,1152.1,5.7,2212.48,42.89,2388.57,8140.2,100,0.02
527,42.0059,0.8419,1146.78,5.72,2211.88,42.82,2387.84,8084,100,0.02
528,42.0009,0.84,1146.93,5.72,2213.58,42.78,2389.77,8181.74,100,0.02
529,35.001,0.84,1150.05,7.97,2223.81,42.52,2388.97,8126.42,100,0.02
530,0.0003,0.0017,1426.79,21.61,2388.24,48.02,2388.29,8136.76,100,0.03
531,35.0002,0.84,1143.36,7.97,2223.78,42.43,2388.95,8126.24,100,0.02
532,10.0028,0.25,1330.53,15.5,2319.25,46.07,2388.44,8139.45,100,0.03
533,42.0011,0.84,1143.85,5.71,2211.39,42.81,2387.33,8063.22,100,0.02
534,41.9999,0.8402,1136.78,5.72,2211.67,42.65,2387.77,8080.79,100,0.02
535,42.0017,0.8415,1144.43,5.72,2213.12,42.86,2389.32,8159.77,100,0.02
536,25.0059,0.6217,1063.69,9.03,1915.1,37.32,2028.07,7869.99,60,0.02
537,10.0056,0.2515,1330.72,15.5,2319.2,45.98,2388.46,8107.44,100,0.03
538,41.9986,0.84,1142.27,5.71,2212.41,42.58,2388.59,8141.91,100,0.02
539,41.9991,0.841,1142.47,5.7,2212.46,42.64,2388.64,8148.7,100,0.02
540,0.001,0,1419.76,21.59,2388.54,48.2,2388.45,8193.58,100,0.03
541,42.0055,0.84,1149.49,5.72,2213.42,42.63,2389.58,8179.81,100,0.02
542,41.9997,0.84,1141.19,5.72,2212.43,42.52,2388.55,8121,100,0.02
543,25.0051,0.62,1069.65,9.03,1914.83,37.38,2027.69,7860.53,60,0.02
544,42.0071,0.84,1149,5.71,2211.42,42.82,2387.42,8060.95,100,0.02
545,10.0017,0.25,1337.89,15.5,2319.17,46.25,2388.36,8145.33,100,0.03
546,42.0062,0.8414,1136.35,5.72,2212.56,42.71,2388.71,8124.88,100,0.02
547,35.0068,0.8417,1152.82,8,2223.76,42.43,2388.9,8124.66,100,0.02
548,0.0024,0.0001,1425.16,21.57,2388.48,48.15,2388.59,8195.82,100,0.03
549,42.0061,0.841,1152.7,5.72,2212.99,42.73,2389.15,8153.03,100,0.02
550,42.0019,0.84,1142.38,5.72,2213.13,42.77,2389.33,8152.61,100,0.02
551,42.005,0.8419,1138.36,5.7,2212.48,42.58,2388.56,8146.39,100,0.02
552,10.0028,0.25,1333.83,15.5,2319.17,46.1,2388.45,8132.31,100,0.03
553,0.0015,0.0009,1428.17,21.61,2388.21,48.19,2388.2,8172.57,100,0.03
554,41.9996,0.84,1146.74,5.71,2212.45,42.82,2388.55,8141.89,100,0.02
555,42.0043,0.84,1143.13,5.7,2212.45,42.69,2388.49,8144.66,100,0.02
556,34.9982,0.8418,1152.34,7.99,2223.75,42.44,2388.91,8128.45,100,0.02
557,35.0058,0.8419,1150.27,8,2223.71,42.57,2388.88,8123.79,100,0.02
558,10.0066,0.25,1331.66,15.5,2319.17,46.01,2388.41,8224.15,100,0.03
559,35.0016,0.84,1145.97,8,2222.84,42.45,2387.89,8059.31,100,0.02
560,42.0068,0.84,1148.25,5.69,2212.54,42.55,2388.68,8144.39,100,0.02
561,25.0024,0.6203,1065.08,9.03,1914.96,37.2,2027.83,7862.98,60,0.02
562,0.0004,0.0013,1430.49,21.61,2388.26,48.14,2388.27,8138.99,100,0.03
563,42.0017,0.84,1150.81,5.72,2211.9,42.67,2387.92,8090.4,100,0.02
564,9.9989,0.25,1327.73,15.47,2319.67,46.1,2388.93,8181.8,100,0.03
565,0.0029,0.0001,1430.18,21.61,2388.26,48.33,2388.28,8130.87,100,0.03
566,41.9988,0.84,1150.37,5.72,2212.83,42.76,2389.04,8138.23,100,0.02
567,0.0008,0.0011,1432.03,21.61,2388.28,48.14,2388.3,8124.43,100,0.03
568,0.0024,0,1427.44,21.6,2388.48,48.3,2388.52,8194.8,100,0.03
569,42.0068,0.84,1148.91,5.7,2212.44,42.51,2388.61,8146.92,100,0.02
570,42.0022,0.84,1141.85,5.72,2212.14,42.54,2388.22,8103.97,100,0.02
571,42.0061,0.8415,1139.78,5.7,2212.42,42.72,2388.54,8138.77,100,0.02
572,42.0058,0.8419,1148.52,5.72,2211.89,42.76,2388.04,8092.9,100,0.02
573,41.9985,0.8401,1152.37,5.72,2211.72,42.72,2387.85,8078.48,100,0.02
574,42.0009,0.8417,1154.2,5.71,2212.4,42.57,2388.53,8142.21,100,0.02
575,35.0073,0.841,1140.91,8,2222.31,42.51,2387.36,8036.63,100,0.02
576,42.0019,0.8412,1144.92,5.68,2212.52,42.77,2388.64,8144.71,100,0.02
577,42.0055,0.841,1140.27,5.7,2212.52,42.84,2388.58,8142.49,100,0.02
578,42.0004,0.8408,1146.56,5.7,2212.48,42.56,2388.57,8140.53,100,0.02
579,42.0048,0.84,1142.68,5.72,2212.35,42.68,2388.46,8120.63,100,0.02
580,42,0.84,1151.67,5.71,2211.38,42.86,2387.4,8063.01,100,0.02
581,42.0007,0.84,1149.39,5.72,2212.42,42.7,2388.59,8123.53,100,0.02
582,25.0054,0.621,1063.31,9.03,1915.81,37.24,2028.75,7899.25,60,0.02
583,42.0007,0.841,1149.56,5.72,2213.18,42.81,2389.35,8161.98,100,0.02
584,42.0078,0.84,1152.19,5.72,2211.68,42.77,2387.79,8077.48,100,0.02
585,42.0038,0.84,1146.77,5.71,2212.37,42.71,2388.53,8146.25,100,0.02
586,42.0078,0.84,1141.74,5.7,2212.53,42.65,2388.56,8140.66,100,0.02
587,42.0031,0.84,1146.65,5.71,2212.47,42.83,2388.65,8142.01,100,0.02
588,42.0041,0.84,1149.36,5.71,2212.46,42.62,2388.54,8139.7,100,0.02
589,10.0076,0.25,1332.17,15.5,2319.18,46.09,2388.38,8128.48,100,0.03
590,10.0019,0.25,1332.1,15.5,2319.19,46.27,2388.43,8142.56,100,0.03
591,0.0015,0.0017,1427.76,21.58,2388.53,48.19,2388.52,8189.08,100,0.03
592,10.0072,0.25,1323.88,15.46,2319.68,46.09,2388.83,8186.1,100,0.03
593,42.0021,0.8415,1144.85,5.69,2212.48,42.55,2388.55,8148.48,100,0.02
594,20.0051,0.7,1281.08,13.66,2324.09,44.98,2388.26,8048.86,100,0.03
595,42.0017,0.8414,1146.54,5.72,2211.41,42.66,2387.46,8065.66,100,0.02
596,0.0009,0,1421.13,21.59,2388.58,48.34,2388.54,8191.92,100,0.03
597,41.9982,0.8411,1145.26,5.72,2211.65,42.78,2387.67,8078.85,100,0.02
598,42.006,0.84,1143.35,5.72,2211.73,42.74,2387.7,8082.11,100,0.02
599,42.0034,0.84,1152.51,5.72,2213.18,42.71,2389.4,8165.18,100,0.02
600,41.9989,0.8403,1150.59,5.71,2212.46,42.51,2388.58,8138.05,100,0.02
601,42.0059,0.84,1145.33,5.72,2211.83,42.67,2387.9,8085.49,100,0.02
602,0.0006,0.0005,1433.42,21.61,2388.15,48.23,2388.22,8188.21,100,0.03
603,42.005,0.84,1143.2,5.72,2211.75,42.78,2387.83,8082.25,100,0.02
604,41.9994,0.8414,1141.82,5.7,2212.44,42.75,2388.58,8143.28,100,0.02
605,42.0057,0.84,1146.23,5.72,2212.95,42.66,2389.06,8144,100,0.02
606,9.9989,0.2507,1324.71,15.5,2319.21,46.14,2388.41,8181.5,100,0.03
607,42.0028,0.84,1144.43,5.71,2211.72,42.82,2387.84,8078.4,100,0.02
608,42.0013,0.84,1143.78,5.69,2212.54,42.5,2388.64,8142.41,100,0.02
