,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,pre
12,0.640528303,-0.529031531,0.351535011,-0.397200834,0.008707738,-0.216039901,0.855984129,0.200493,0.577015723,0.49535095,-0.45938475
4540,-0.200443903,-0.112906388,-0.712162219,0.586051329,0.382600359,-0.917893163,0.813219666,0.735883534,-0.182458552,0.679800905,-0.478185172
2631,0.734941544,0.348775988,-0.262313613,0.114017642,-0.748961749,-0.487098556,0.153242265,-0.538431331,0.431436681,0.545667827,1.449297482
4098,-0.00475993,-0.551029898,-0.606299275,0.333669462,0.482640099,-0.138150746,-0.254878337,0.739306279,-0.85226404,0.855869254,-1.10092818
4694,0.610513646,-0.15163757,0.44287278,0.294130121,0.347591635,0.984202433,-0.244079311,0.512248318,-0.629897157,-0.416260274,0.335036031
130,0.651466976,-0.137450155,-0.26420481,0.325426022,0.940268443,0.519472271,-0.164298435,-0.596831386,0.496782209,0.828624857,0.326975607
1141,0.446367998,-0.621329367,-0.858330497,-0.331779065,0.843191048,0.605252057,-0.562005361,-0.66202456,0.787414924,0.388941896,-0.877480286
30,0.643249322,0.648050218,-0.333505511,0.956271782,-0.077540004,-0.538139809,-0.338116561,-0.087453952,0.412016412,-0.501932102,1.995519686
2776,-0.925186936,0.677606371,0.767952055,0.778043157,-0.294558035,-0.156086051,-0.432135198,-0.333732085,0.287167652,0.321991428,0.492534861
4506,-0.277308603,-0.44550812,0.201595806,0.525457412,-0.485233354,0.604848671,0.814090241,0.792638382,0.413057515,0.398466695,-1.258816881
1803,0.349304044,0.954445252,0.194615197,-0.486942547,-0.097246926,0.807275723,0.231035244,-0.682615608,0.283505805,-0.550060559,2.226059921
4363,0.255597923,0.125389106,0.480102068,0.486686956,0.67571806,-0.07990784,0.739249367,-0.112382027,-0.938727326,-0.309031987,0.510502392
977,-0.070299755,-0.660520494,-0.403059742,0.929066937,-0.401794318,-0.490148791,0.48024935,-0.14143005,-0.16032523,-0.990891456,-1.425814967
871,0.475818588,-0.149501082,-0.430622487,0.312894541,0.704529707,0.793031094,-0.315384357,-0.106999406,-0.292908777,-0.621819024,0.146139598
3794,-0.025263607,0.359271582,-0.354576157,-0.968783338,-0.037784471,0.298839372,0.936470027,0.622891451,0.960996834,0.091662244,0.575204805
3270,0.253810494,-0.615864646,-0.680536786,-0.204275074,-0.994864495,-0.16947039,-0.211397869,0.800609816,-0.870630016,-0.753003495,-0.946560156
202,0.259474406,0.02575705,-0.347972944,-0.967709237,0.753252735,-0.393379233,-0.766117853,-0.891263103,-0.849561588,0.676205941,0.373868153
2038,-0.599384349,0.535069123,-0.122106309,-0.56179083,0.208954302,-0.379854088,-0.354834108,0.045846319,-0.52493387,-0.779739546,0.516667852
575,0.55303498,-0.391331492,-0.49098321,-0.146650667,-0.998894307,0.015902189,-0.568212599,-0.312158088,0.323348205,0.056101401,-0.208037483
4030,0.207221818,0.833936129,-0.111817509,0.792810886,0.740365804,-0.039599444,-0.449625647,0.397035509,0.554789795,0.9235116,1.90421557
2445,-0.836068788,-0.408059798,-0.414456697,0.499293267,-0.239056013,0.426872609,-0.819225837,0.671976199,-0.069863949,-0.008982879,-1.653346229
3801,0.491139022,-0.623203138,0.952617028,-0.271364641,-0.156639494,0.614751829,-0.540767629,0.40985838,-0.200930347,0.449346473,-0.682414188
1511,-0.308103045,-0.218126442,0.830619144,-0.719855309,0.52547283,0.666098501,-0.396251109,0.506577386,-0.52411656,-0.822946214,-0.702008104
3554,-0.939424067,-0.953059281,-0.06222912,0.054153448,0.004494117,-0.934703735,0.812898376,0.640435843,-0.917942833,0.625194718,-2.87435114
2951,-0.177211115,-0.822377771,-0.286313193,0.870722975,0.32715192,0.612323233,-0.287100337,-0.52302672,-0.240177808,-0.80965286,-1.868897407
2864,-0.072993261,0.547302964,0.028485073,-0.341616894,0.705003145,0.973475276,-0.613914765,0.345568111,0.689130028,-0.435391552,1.003071076
3881,-0.845281301,0.972108764,-0.547410221,0.253972641,0.095913105,-0.97484917,-0.317328997,0.417987157,-0.103747392,0.419684695,1.143393105
704,-0.157943294,0.130036342,-0.034081909,-0.324607881,0.747114033,0.116761717,-0.489197387,0.432555892,0.655164866,-0.463312628,0.10465453
4463,-0.327577427,0.513389162,0.825905828,0.46807839,-0.771926778,-0.948624013,-0.534670784,0.099944913,-0.222190204,0.782551395,0.849888239
125,0.766475082,-0.034490627,0.21631468,-0.841358406,-0.624497935,0.956735934,0.094414989,0.165675709,0.862590153,-0.413111932,0.660316515
3580,0.08968964,0.312943515,0.50343072,-0.829793796,-0.158750534,-0.053098082,-0.882426973,-0.088596078,0.528433266,-0.154407065,0.803453206
2378,-0.487228671,-0.2026587,0.042978555,-0.239240076,-0.6116081,-0.508151816,0.306167161,0.937919691,0.763830691,0.056961792,-0.907286269
154,0.590610774,0.428271294,-0.606451896,-0.343491764,-0.303651508,0.049194225,0.825170272,-0.233178452,0.225834483,-0.377207733,1.371594546
4837,0.693681597,0.257638769,0.7857343,-0.1677699,-0.518609354,0.146708559,-0.374768065,-0.02724696,-0.625265089,-0.57571926,1.322616001
3380,-0.689851101,0.949009482,0.21040776,0.369646312,-0.625846469,0.872939883,-0.887826942,-0.648484799,0.587292112,0.635317238,1.22425043
2030,-0.867873146,-0.743576357,-0.584413205,0.397087654,-0.751678931,-0.893951802,-0.636199513,-0.391776122,-0.714388934,-0.859072329,-2.305481185
3464,0.834114786,-0.92655005,0.056934928,0.284599897,-0.740202105,0.475726361,0.939223656,0.100306458,0.423778057,-0.909284127,-1.101199156
601,0.755064803,0.748551299,0.598067397,-0.104243123,0.229035411,-0.970937065,0.302820549,0.025440008,0.411432434,-0.688002132,2.334584929
1237,0.957876229,0.592197278,0.927061177,-0.01324797,0.676970667,-0.455741047,-0.121550579,-0.112139187,-0.196695091,0.966432712,2.255442143
3348,0.692491401,-0.663363891,0.170942648,0.04323343,-0.074505707,-0.087343106,0.717664276,-0.130612258,-0.976536631,-0.561221868,-0.637988293
98,-0.360072721,0.959333645,-0.652130037,-0.547672002,0.679514289,0.083506161,0.736930427,-0.219725053,0.876772139,-0.401598583,1.436865232
3993,-0.430599217,0.136715073,0.619372335,0.486252025,-0.367549671,-0.864595158,0.080319009,-0.798200914,0.839802702,-0.921358533,-0.119769569
1490,0.561227337,0.24400844,0.109753018,-0.2266732,0.969945267,0.69928845,0.24685383,-0.238499767,0.591164859,0.963242765,0.986020853
3577,-0.022492088,-0.660607247,0.346937266,-0.163302683,0.8078788,0.484202929,0.968121873,0.36353734,-0.076042906,-0.422298135,-1.437645971
39,0.083641161,0.056255846,0.264206846,-0.21895,0.628939071,-0.614406842,0.525150211,-0.050961216,-0.122809731,0.356034235,0.199121327
3416,0.220319614,-0.351595104,0.81179157,0.654226206,0.019743513,0.710159256,0.294008581,0.803371432,0.220950903,-0.708694134,-0.489776181
1741,-0.449555848,-0.446748123,0.128776667,-0.822222642,-0.3906455,-0.982900936,-0.379679123,-0.688880769,0.058109209,0.337360159,-1.288023497
4872,0.565190335,0.047928544,0.755707343,-0.896791916,-0.864396604,-0.413690259,-0.019133106,-0.026024439,-0.909139869,-0.412179228,0.778252941
348,0.839985172,-0.063817578,0.380486266,-0.758011808,-0.424734597,0.849360677,0.636408583,0.53997761,0.373958653,-0.146161254,0.666709417
2531,-0.244351304,-0.654248545,0.968538948,-0.275511586,-0.841930415,-0.4819781,0.663033749,0.950936952,-0.860909798,0.895392054,-1.498910499
72,-0.030248892,0.723865992,0.609298677,-0.981317888,0.809845236,-0.186218871,0.23054182,0.806863253,0.960466624,-0.072681286,1.425945539
867,-0.345322808,-0.704865625,0.657511149,0.466112533,0.375167294,0.808788741,0.736108351,-0.776419818,-0.924811574,-0.836501183,-1.821829704
812,-0.285785811,0.575735385,0.375021181,-0.282734489,0.211737446,-0.705631568,0.241092109,0.203863655,0.201872684,0.023886031,0.900790851
4345,-0.818553396,0.676170796,0.712882789,0.870018099,-0.528021437,-0.596086506,0.007644854,-0.632703769,-0.109285313,0.259268156,0.597651
3664,0.588308376,-0.064470154,-0.540851255,0.855960253,0.58412103,-0.476665233,-0.923304405,-0.981430331,-0.713399957,-0.735898966,0.540145882
4323,-0.839602267,-0.116002053,0.949513215,0.197040989,0.646362817,-0.694887003,0.869147663,0.513263799,-0.182805384,0.183995742,-1.071372682
1185,0.914282567,0.197737514,-0.061332293,-0.809105864,-0.925532376,0.207559261,-0.431154234,0.383356309,-0.42618468,-0.949905423,1.387397143
4843,-0.294850768,0.163446983,-0.409034249,0.221684711,-0.95930748,0.161472468,-0.966177671,-0.953175386,0.290936113,0.678907714,0.059460172
3201,0.860756673,0.508236545,-0.363337529,-0.977187795,-0.206945792,-0.601758541,-0.430767904,-0.123595738,-0.197328292,-0.897708411,1.960205354
3507,0.438812247,0.109831173,0.599007476,0.92603823,-0.35627067,0.086600971,-0.255974788,0.103847911,-0.140840659,-0.555599585,0.734115951
1670,-0.117726847,-0.591181962,-0.852579906,-0.284438256,0.316186992,0.58249663,-0.137757739,-0.564803641,-0.649350394,-0.698551472,-1.372788128
4468,0.527683737,0.787461148,0.011689929,-0.69977437,-0.193517883,0.437502582,-0.978259886,0.247267985,0.888543788,0.593006906,2.160227904
1343,0.923148534,0.987108938,-0.727793612,0.140068863,0.544145391,-0.692946817,0.832735548,-0.95479362,0.975183673,0.445434312,2.829020462
491,-0.579252605,0.305250321,0.729174113,0.076253127,0.178774392,-0.022946487,0.540544401,0.116587921,0.177598667,-0.196124284,0.017709239
495,0.408571121,0.918555272,-0.743096045,-0.033153483,0.704664183,0.000379161,0.11664585,0.453378285,0.470877474,-0.025763475,2.208414182
2091,-0.18384354,0.066596412,-0.537976655,0.685944959,0.302035846,0.407942206,0.717193369,-0.612348522,-0.918832406,0.582533089,-0.141846285
3779,0.896306343,-0.720525537,-0.171109984,0.987452807,-0.805421671,0.163251092,-0.048082468,0.588558149,0.541753246,-0.569626717,-0.541769273
3239,-0.349996358,0.456431974,0.854156336,-0.288407344,-0.273764424,-0.570220709,0.820827423,0.972605114,0.390048677,0.135538936,0.581516737
3575,-0.319793235,0.662436959,-0.248895291,0.007722849,-0.766104687,-0.094686777,0.290761543,-0.794021685,-0.893276436,0.381576379,1.005498538
3539,0.010740117,-0.3088811,-0.59164909,0.153983424,0.29897688,-0.567023105,-0.746386385,0.055934693,0.241819125,-0.493685678,-0.571513408
2816,0.365259957,-0.667295194,0.456199102,0.224479514,-0.001745656,0.171208792,-0.333623563,-0.657969874,0.494366247,0.022396942,-0.953716322
4847,-0.85801198,-0.778244932,-0.194273082,0.235090393,0.266941113,0.012986005,-0.576412678,0.053649872,0.234467622,0.682326168,-2.434603802
2616,0.22315006,0.490956227,0.365684985,-0.574123642,-0.328663764,0.953607344,0.209127538,0.24949357,0.326027069,0.08242873,1.175061972
3606,-0.321194428,0.432537494,0.025665672,-0.314474578,0.516264617,-0.620383902,-0.300538006,0.343883057,-0.668419973,0.969020349,0.610814712
4171,-0.385170668,0.096841437,-0.2194852,-0.462390639,-0.084160899,0.662157594,0.116069122,-0.965476135,0.469436096,0.693960707,-0.280794164
1658,0.933441138,0.119482695,-0.738187772,0.509266482,0.651342689,-0.79667155,0.046898362,-0.951707544,0.854152996,0.16670686,1.152153949
1772,-0.37451573,0.617223861,-0.798794739,-0.330237157,-0.09004395,0.042080058,0.854312585,0.489197465,0.782347964,-0.903401,0.740392302
4580,0.158312686,-0.830669813,0.271816521,-0.214258077,-0.199038369,0.451559602,0.429768322,0.701078833,0.748173152,-0.970668269,-1.562618098
1852,-0.881292385,-0.719127938,0.836001977,0.068657794,-0.319518131,-0.941346476,0.152414154,0.945065264,-0.930780817,-0.038732318,-2.233756073
499,0.899917264,-0.140523556,0.459741463,0.309107089,-0.164477811,-0.304318838,0.310665029,-0.017277473,0.436848601,-0.943451319,0.651644186
1544,-0.277683599,0.453120677,-0.515793279,-0.301371827,0.505114382,0.693377685,-0.226928751,0.036086717,-0.057366092,-0.595654322,0.579438358
4452,0.042852826,0.437478062,-0.807332303,-0.372666215,-0.907814596,0.997986691,-0.593356144,-0.032968968,-0.859575632,0.542963032,0.911644387
849,0.297040547,0.425017364,0.827793992,-0.371261215,-0.535778314,0.978020466,-0.096077949,0.317659463,-0.851227056,0.429934293,1.201228991
2807,0.527396096,0.276183141,-0.68722943,0.366303099,0.276326054,0.366010023,-0.097025903,0.283758503,-0.035698274,-0.013101267,1.052485989
2686,0.160757329,0.293057716,-0.510487287,-0.734439789,0.404721544,0.843288115,0.555418389,-0.705436682,0.071218807,0.68821281,0.626653202
4328,0.418047481,-0.336806212,0.970501421,-0.694131547,0.312668274,0.275774291,-0.096975613,-0.574788223,0.051581244,0.003036793,-0.218893765
2640,-0.943052747,-0.781951489,-0.166314869,0.123366261,-0.559342548,0.068878988,-0.831630041,-0.006861315,-0.191615476,-0.457578543,-2.486122142
3634,0.681909966,0.880133864,0.290627228,0.900154954,-0.744761502,0.143348539,0.037983475,0.277044464,-0.762079108,-0.233781047,2.523578856
2118,0.441773887,-0.197575674,-0.159371349,0.11682232,0.181730966,-0.847416915,0.211527502,0.47445687,0.47021072,0.120487047,0.062733335
716,0.569461833,0.67924937,-0.141626452,-0.135146093,0.671022516,0.804230997,-0.036097762,-0.894804677,0.802513513,0.525232452,1.867037808
158,-0.713107405,0.8070701,0.492046614,-0.970833363,0.342270477,0.003573503,0.956527245,0.566408973,0.108238727,0.340439055,0.850537343
4166,-0.854241209,0.657243935,-0.519809935,-0.157436299,0.43540522,0.915916129,-0.072972325,-0.952448001,0.161344267,-0.911010676,0.360686486
1005,0.399906782,-0.90503216,0.167258369,-0.752732327,0.863193592,-0.425420868,-0.356997142,-0.126467134,-0.520549941,-0.763739377,-1.359609979
124,-0.030292562,-0.913640264,-0.806815579,0.108104994,0.90617,0.583935725,0.384957528,0.812092117,-0.442773673,-0.903183085,-1.966186623
4204,0.236460632,0.342543329,0.111715484,0.608190072,0.630164221,-0.765191747,0.148590189,-0.111708855,0.085198745,-0.550945178,0.958918336
4121,0.421567213,-0.43676282,0.129499611,-0.101197921,-0.225010984,-0.308076458,-0.715550205,0.288150854,0.465378891,-0.231361746,-0.380822373
3177,-0.531128357,-0.022887414,0.114330078,-0.516964876,-0.752379519,0.788711986,0.366145403,0.48800541,0.848570477,-0.553192635,-0.659476343
2232,-0.956049462,0.048938736,0.830276961,-0.762596624,0.395933412,-0.214881071,0.608716935,-0.732051835,-0.985678968,-0.70688818,-0.85777119
2939,0.07926554,-0.643560178,-0.228281835,-0.425340938,0.517643422,-0.119525013,-0.603742694,0.840092744,-0.733778404,0.624019123,-1.160161922
530,-0.441917379,0.481318414,0.054937712,-0.33885608,-0.962127094,0.866527685,-0.833463393,0.331933114,0.660772397,-0.446896566,0.537739997
776,0.239956625,0.224592138,-0.973365394,0.722544247,0.926789578,-0.189944581,0.956857729,0.7986128,0.098855635,-0.337804273,0.583105116
4391,0.704330637,-0.095337456,0.639723127,-0.871914103,-0.462923216,0.112653361,-0.381254151,-0.076240265,0.506163237,0.144506604,0.577084975
2239,0.704274837,-0.412144711,0.576218179,-0.179467664,0.022587584,-0.381689089,0.271940254,-0.543074167,-0.466294373,-0.656360541,-0.07016106
3453,-0.483448208,0.24654886,0.143845013,0.142917225,-0.534456326,0.771748416,0.994553488,0.124515496,0.957826233,-0.20285527,-0.119419261
2815,-0.509210904,0.656319084,0.612012236,0.573388338,-0.777923998,-0.561994991,-0.066101433,0.184842682,0.961717532,0.662587525,0.854486601
3217,0.845412372,-0.971306369,-0.939143581,0.284568238,-0.364160397,-0.988970322,0.097777954,-0.544319832,0.708041444,-0.865011491,-1.121445928
918,-0.136563852,0.422210834,-0.095972263,0.909947446,0.085717536,-0.136005175,0.73684346,-0.528231465,0.756821561,0.101393748,0.633122055
1328,-0.760867483,0.687981624,-0.845390352,0.876470321,-0.84491569,-0.856857109,-0.441558443,-0.271924442,0.863770155,-0.282305152,0.623502377
446,-0.037486905,-0.687032199,-0.938356441,0.937926308,0.443359714,0.527549927,0.997377368,0.674138678,0.680182759,-0.513270682,-1.591159833
4953,-0.016653961,0.645401343,-0.538189567,-0.402324691,-0.882419732,-0.357853902,0.006183353,-0.288957548,0.604093986,0.400032923,1.264413488
1377,-0.660812137,0.609657054,-0.871056436,0.003346524,-0.810297773,-0.145422825,-0.245968491,-0.575542774,0.944866349,-0.254288553,0.508143515
3899,0.086266049,0.847872158,-0.830487133,0.677690353,0.298915139,-0.677458749,-0.372556424,0.124018458,0.807267435,-0.477873407,1.794197998
1259,-0.213540516,-0.514809623,-0.708113331,-0.92425575,0.608662568,0.235381898,-0.317271081,-0.537340511,0.313838777,0.799259305,-1.315621516
4844,-0.476884405,-0.487796051,0.772877041,0.355992929,0.310213844,0.613526097,-0.347449368,-0.668305377,-0.656789022,-0.919107143,-1.428928057
3743,0.583245396,-0.703806591,-0.627418989,-0.189475753,-0.788633621,0.975144533,-0.422211413,0.79140815,-0.010180883,0.633264666,-0.856180415
842,0.43089957,0.376822769,0.647640563,-0.098498393,-0.158683964,-0.320268532,-0.245543509,0.213770169,0.233986132,-0.1531765,1.271923751
3866,0.870952458,-0.424753644,0.715766108,-0.047765465,-0.382838461,-0.83980643,0.368286009,0.902828403,-0.956383243,0.879438493,0.132700962
3731,-0.749461482,-0.665074731,-0.375164647,0.678669812,-0.506578744,0.336126093,-0.822431792,0.582642688,-0.698010705,0.033424318,-2.055627319
241,-0.405187925,-0.744517753,0.405378166,0.750006092,0.170792025,0.690396053,-0.026582252,-0.603694204,0.889154087,0.366182159,-1.965465629
2839,-0.983727008,-0.173104673,0.223272702,0.437957862,-0.198479749,0.738293461,0.228342308,-0.227473218,-0.096413807,0.261033881,-1.398893156
2985,-0.816890916,-0.591636693,-0.184070282,-0.219334234,0.217283778,-0.570720423,0.6038945,0.417025028,-0.527503672,0.428124205,-2.044941478
4979,-0.58352202,0.444269713,-0.307244099,-0.042792825,0.132080859,0.52970465,0.486864649,0.902838253,-0.131016391,0.584488934,0.230201793
771,0.809205699,-0.486865171,0.845290241,-0.78090535,-0.072978128,-0.425594398,-0.428229723,0.262389611,-0.570697977,0.288558634,-0.035220805
3824,-0.156470568,0.930230198,0.456077094,-0.61443068,0.562645244,-0.560101514,-0.561791127,-0.512804606,-0.509512605,-0.690186914,1.813459098
3876,0.355651602,0.655572378,0.825535718,0.52816362,0.3086763,0.798744208,0.877838836,0.040170532,0.375658204,-0.216668005,1.618545926
1011,-0.219034274,-0.175566068,0.02853775,0.718462508,-0.185810696,-0.780446791,0.82255956,-0.245412807,-0.770567473,0.184003206,-0.576094208
843,-0.128347201,-0.798264078,0.587334839,0.602012203,-0.077630621,0.955854337,-0.013762273,-0.275216257,-0.98295344,-0.589842911,-1.730322859
4700,0.578279125,0.460145596,0.501884693,0.17527668,-0.425034056,-0.607721018,0.064523818,0.477674573,-0.104716938,-0.733139151,1.594459795
1545,0.142458296,0.438852491,0.123265011,-0.421837729,0.832609928,0.837926086,0.113896818,0.822293536,-0.182928214,0.134924002,0.991594046
192,0.354646749,-0.333643977,0.222616679,0.86939278,-0.998769261,0.385438306,-0.306490578,-0.222362935,0.734757147,0.942566295,-0.30448208
3735,0.195998126,-0.352852549,-0.339960443,-0.975140525,0.275520222,-0.630468784,-0.468693303,0.508807685,-0.459237191,0.456263437,-0.452552042
2872,0.70759444,-0.682465446,0.267284801,-0.41175488,0.522351557,0.063978524,-0.503288056,0.158522082,0.347490475,0.440256328,-0.621172531
1338,0.880810543,-0.152821469,0.655010591,0.978390374,0.951769751,0.423661155,-0.719429378,-0.232721492,-0.707613872,-0.267035731,0.670633142
3343,-0.427963697,-0.823903704,-0.97262345,0.161053696,0.365344601,-0.581352156,-0.695330509,-0.966351651,0.887756233,-0.248671232,-2.119323943
2517,-0.148433628,-0.716625954,0.056419145,0.507002675,0.642992685,-0.712061754,-0.636203268,0.598282023,0.8660696,-0.774217922,-1.538721262
3689,-0.169491598,0.745637025,-0.760768503,0.9190066,-0.821583294,0.823862509,0.367002772,-0.47107296,-0.739278765,-0.387468472,1.252971326
3354,-0.192669225,-0.930250469,-0.550934146,0.335066659,0.329958689,-0.975047756,0.245104476,0.330322734,-0.989471483,-0.990688731,-2.045524888
380,0.854515456,0.218113521,0.17941483,0.859962914,0.030976549,0.293227943,-0.757819686,0.048115408,-0.142667214,0.897575203,1.373073402
29,-0.709083591,-0.595146917,-0.122473423,0.086989988,0.351991762,0.2236236,0.62042357,-0.688358925,-0.106538449,-0.100147603,-2.004050459
4243,0.089326193,-0.159443507,0.64173683,-0.346573164,-0.857694081,-0.471285493,-0.386065316,-0.733326027,0.667555655,-0.273252745,-0.159369473
3672,0.117055446,0.580592685,-0.180473835,-0.014950175,0.847992096,0.568586743,-0.370007627,-0.935363635,-0.059944497,-0.379816004,1.261266793
3771,0.216808932,-0.064855718,0.350681406,-0.188551269,0.28989437,0.38594173,0.636751347,-0.38741379,0.045449069,0.007573543,0.034731702
1051,0.477095122,-0.741976988,0.8401429,-0.043757577,-0.649386365,-0.425576788,-0.887971946,-0.715882056,0.805414601,-0.894119206,-0.896936366
534,-0.733392326,-0.900815418,-0.517638256,0.728237206,0.411332582,-0.823684625,-0.549559818,0.087042511,0.120892524,0.806787843,-2.529520616
1267,-0.242103375,0.102961055,-0.390330256,-0.027556804,-0.008820129,0.226514464,0.886360771,-0.250515821,0.298627275,0.144933598,-0.150051388
3274,-0.312988306,0.084538138,-0.410188477,0.430519942,0.644210255,0.730464689,0.578182499,0.281692898,-0.558147052,-0.202496089,-0.24018178
4533,0.332015591,0.893121297,0.105026219,-0.790413702,0.314538949,0.63781698,-0.521148544,0.664497715,-0.941222332,-0.116827323,2.186478399
3503,0.969835099,-0.696292743,-0.006307648,-0.916119614,0.79396731,0.051339229,-0.286982379,0.390501391,0.573045258,0.152429188,-0.417681104
4510,0.080938161,-0.031923433,-0.328365868,-0.082907734,-0.45572856,0.046962746,-0.673997693,0.575506419,0.657319474,0.599845936,0.040152232
2947,0.691570723,0.997174812,-0.470817263,0.610141194,-0.715106957,0.407995899,0.828643117,-0.354681453,0.426543167,0.809956639,2.611638002
1116,0.75155585,0.655782102,0.26575248,-0.054956187,-0.952827611,-0.307667894,0.442092585,-0.325124638,-0.94719636,-0.123075003,2.132040812
1969,-0.265308083,0.364929461,0.906917992,0.64517283,0.194668715,-0.657582873,0.812698664,-0.07673592,-0.209585362,0.919393857,0.489501312
4283,-0.937509931,-0.450048642,-0.720465475,-0.985815343,-0.370386553,0.540149991,-0.949653525,-0.793624765,-0.639783242,-0.412008762,-1.857380134
3307,0.057753862,0.424610329,-0.947170401,-0.155327894,0.126945746,0.137534125,-0.908145971,0.025963264,0.288280209,0.755696781,0.912348583
4617,-0.696100189,0.090100739,0.655140338,-0.809271331,-0.050358068,0.611917586,0.482350387,-0.557856227,-0.065339848,0.801812159,-0.571448099
3923,-0.417021331,0.19940211,-0.017995955,0.619899877,0.647150351,0.959881583,-0.318666092,-0.999324421,0.413151619,0.415029914,-0.084315469
4522,0.595270808,0.604409589,0.792767937,-0.351419725,-0.495313428,-0.178058576,0.821244268,0.474880524,0.715613537,0.591789618,1.815276215
2658,-0.483089846,0.226006145,-0.291968057,-0.038844402,-0.775716535,0.384888677,-0.639216159,-0.613764273,-0.297654357,-0.187137825,-0.016051181
1115,-0.164416734,0.124001288,0.34840552,0.9912866,0.076427361,-0.912743874,-0.01133603,-0.273633958,-0.756698368,0.034249978,0.166801712
3892,-0.143354694,0.262117467,-0.68382417,-0.163783159,-0.261028866,-0.630792661,0.533437911,-0.467644397,0.721479824,0.072423755,0.314205923
2731,-0.949305561,0.52746333,-0.55069356,0.09442604,-0.686824878,0.214265334,0.684039346,0.436068543,-0.685756336,0.941386251,0.031682355
1949,-0.929461503,-0.656627498,0.108527855,-0.760075386,-0.722295385,-0.619139849,0.308264426,-0.287895004,0.680960804,0.181018153,-2.282438219
4529,0.012349356,-0.23191444,-0.642807555,0.218127364,0.627733556,0.321682644,0.279337819,-0.031195949,0.073600001,-0.647926591,-0.536701
4961,0.953277539,-0.619794626,-0.885807794,0.048583058,0.410785812,-0.407609389,-0.201343202,-0.011902504,0.237406321,-0.509187226,-0.297360811
3970,-0.055495247,-0.699808898,-0.282011885,0.70305943,0.233653611,0.797481795,-0.293609986,-0.610912331,-0.378103828,-0.961698759,-1.500503933
1765,0.858941332,-0.664389421,-0.831953766,-0.167277522,-0.330276124,0.739517402,0.741702667,0.596406613,-0.208794724,-0.806482104,-0.576620505
347,0.53960223,0.482888202,0.834033164,-0.224309707,-0.467539884,-0.929360633,0.325324962,-0.680566004,0.285597844,-0.205700386,1.588978362
4613,0.74720322,-0.879190328,0.6061535,0.386327152,0.500909504,0.905387793,0.135410124,0.881561101,0.652199984,-0.56833521,-1.043029179
3188,-0.473626599,-0.910254452,-0.37129798,-0.732596931,-0.319428079,-0.823669193,0.247316509,0.552797507,-0.269743551,-0.376138331,-2.304721574
2590,0.66107616,0.117031574,-0.342569393,-0.944775918,-0.3883169,0.155744777,-0.021637611,-0.130620148,0.823487191,-0.418174323,0.869981389
3845,0.459125121,-0.722234003,-0.808912351,-0.873959245,0.088067727,0.350028318,0.144559802,0.483319339,-0.580233981,0.534629846,-1.042083682
4441,-0.614678224,-0.785473835,0.489232511,0.28347527,0.347762128,-0.20956808,-0.634465123,0.950372008,0.76202149,0.318023205,-2.150581333
1419,0.925813814,0.728860466,-0.883252034,0.225228419,0.898924257,0.132888796,-0.09742951,-0.763158393,-0.365046341,-0.919454301,2.367537386
1800,0.118990241,-0.688877135,0.973174812,-0.215948327,0.88039139,-0.189242895,-0.524375364,0.943459825,-0.032281333,0.987415262,-1.171772435
1399,-0.31941083,0.577035696,-0.741979707,-0.755644558,-0.375531367,-0.778453243,0.496508297,-0.019723097,-0.49427571,0.064480136,0.816968863
1705,0.120082783,-0.264488596,0.013015957,0.192647344,0.605771916,0.495018152,-0.606857199,-0.341914035,0.479057856,-0.407196053,-0.415737866
661,0.063477229,0.317742025,-0.284136551,0.774005499,-0.92764762,-0.581154121,-0.325989654,-0.656506202,-0.528986543,0.027213211,0.766613253
1977,-0.456461427,0.21262358,0.366307341,-0.771912762,-0.098781731,0.940219084,-0.109812828,0.080111468,-0.380494756,0.452423109,-0.048283879
4982,-0.89595774,0.779731845,-0.471131606,-0.986984265,0.063467792,-0.120467642,-0.468284872,0.991480297,-0.04354785,0.652195401,0.677117203
4379,-0.933562652,0.885834125,0.556851202,0.066909345,0.016508391,0.873037458,-0.28901104,-0.374310304,-0.392330752,0.38373415,0.843818686
4594,-0.87273504,-0.756604185,-0.026386259,-0.785519407,0.202375399,0.332230215,-0.506164929,-0.04180853,0.244063328,0.066212932,-2.419185467
1428,0.389901071,-0.818486511,0.826806991,-0.810362037,0.274736665,-0.929084068,0.39939229,-0.199145515,-0.878831813,0.378072237,-1.174223983
4727,-0.645581118,0.249436535,0.925860364,0.114108205,-0.993114472,-0.921416786,-0.174569337,0.177814696,0.002237656,0.299727115,-0.034214711
4932,-0.176600085,0.635894041,-0.998517594,-0.671576864,-0.874320066,-0.514154681,0.119211494,0.510378222,-0.701458931,0.680702471,1.100790385
1620,0.953418119,0.750898236,0.286610271,0.937473615,0.529686306,0.265340226,0.285365845,0.257500582,-0.775813327,-0.598683179,2.500317468
3859,0.195948309,0.357278512,-0.657140185,0.663114497,-0.652174063,-0.304642025,-0.83691237,0.724616623,-0.596705028,-0.107949941,1.000405345
2417,-0.865548486,-0.150802574,0.348022846,-0.072676571,-0.063200395,0.028549605,-0.756366086,0.511066196,-0.288391651,-0.131302281,-1.105886473
942,-0.330819197,0.563652833,-0.034237051,0.643180356,0.866430383,-0.297970483,0.733255664,-0.667551944,0.759864332,-0.96873814,0.720439967
