machine_name,operational_setting_1,operational_setting_2,sensor_measurement_01,sensor_measurement_02,sensor_measurement_03,sensor_measurement_04,sensor_measurement_05,sensor_measurement_06,sensor_measurement_07,sensor_measurement_08,sensor_measurement_09,sensor_measurement_10,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,operational_setting_3,sensor_measurement_16,status,cycle,label
128,10.002,0.25,489.05,606.04,1512.07,1333.85,10.52,15.5,393.23,2319.16,8761.8,1.26,46.01,2388.41,8104.98,8.7451,372,2319,100,28.38,16.8964,100,0.03,TRUE,200,1
129,9.9992,0.25,489.05,605.98,1525.21,1338.88,10.52,15.5,393.43,2319.22,8767.67,1.26,46.12,2388.42,8117.46,8.7539,373,2319,100,28.33,16.899,100,0.03,TRUE,151,1
130,10.0019,0.25,489.05,605.75,1514.44,1332.54,10.52,15.5,392.19,2319.17,8802.21,1.26,46.11,2388.41,8144.83,8.7863,371,2319,100,28.16,16.9492,100,0.03,TRUE,166,1
131,0.0004,0,518.67,643.95,1606.08,1427.81,14.62,21.61,551.44,2388.17,9130.51,1.3,48.1,2388.18,8204.59,8.5194,398,2388,100,38.44,22.9851,100,0.03,FALSE,343,0
132,0.0005,0.0008,518.67,643.12,1601.3,1421.53,14.62,21.61,551.6,2388.22,9129.99,1.3,48.18,2388.18,8196.84,8.5129,398,2388,100,38.34,23.0001,100,0.03,FALSE,281,0
133,42.0061,0.8419,445,550.89,1364.39,1144.1,3.91,5.72,137.8,2212.89,8388.67,1.02,42.71,2389.05,8149.54,9.4613,334,2212,100,10.37,6.2509,100,0.02,TRUE,195,1
134,10.0029,0.2512,489.05,606.26,1517.08,1330.2,10.52,15.5,392.15,2319.19,8787.78,1.26,46.05,2388.43,8129.21,8.7371,374,2319,100,28.09,16.9761,100,0.03,FALSE,205,0
135,42.0027,0.84,445,550.46,1367.4,1147.6,3.91,5.72,138.44,2213.25,8411.95,1.03,42.61,2389.44,8165.94,9.4229,334,2212,100,10.47,6.3138,100,0.02,TRUE,196,1
136,10.0015,0.2516,489.05,606.08,1514.1,1331.12,10.52,15.5,392.39,2319.23,8755.42,1.26,46.07,2388.39,8111.56,8.726,373,2319,100,28.19,16.9242,100,0.03,FALSE,203,0
137,0.0011,0,518.67,643.91,1600.33,1427.28,14.62,21.61,551.43,2388.3,9048.36,1.3,48.22,2388.3,8121.69,8.5129,397,2388,100,38.51,23.0255,100,0.03,FALSE,210,0
138,42,0.84,445,550.63,1360.42,1147.89,3.91,5.71,137.94,2211.34,8300.03,1.02,42.72,2387.37,8067.73,9.4899,333,2212,100,10.46,6.2359,100,0.02,TRUE,177,1
139,42.0043,0.84,445,550.48,1366.07,1138.58,3.91,5.72,137.37,2211.62,8318.1,1.02,42.84,2387.73,8073.27,9.4949,334,2212,100,10.32,6.2737,100,0.02,FALSE,214,0
140,42.0054,0.8418,445,550.54,1373.46,1141.34,3.91,5.72,138.07,2211.99,8337.53,1.02,42.62,2388.07,8100.76,9.4637,335,2212,100,10.5,6.3135,100,0.02,TRUE,193,1
141,34.9999,0.8411,449.44,556.33,1378.52,1152.5,5.48,8,194.28,2223.3,8371.29,1.02,42.71,2388.46,8088.07,9.41,336,2223,100,14.6,8.8013,100,0.02,FALSE,262,0
142,42.0024,0.84,445,551.11,1367.63,1141.21,3.91,5.72,138.19,2211.77,8326.39,1.02,42.84,2387.85,8083.91,9.4717,335,2212,100,10.54,6.2843,100,0.02,FALSE,221,0
143,42.0012,0.8411,445,550.63,1369.6,1140.84,3.91,5.72,138.9,2213.8,8448.51,1.03,42.51,2390.05,8199.27,9.3835,335,2212,100,10.53,6.4041,100,0.02,FALSE,211,0
144,25.0004,0.6203,462.54,537.73,1270.4,1069.3,7.05,9.03,174.06,1915.82,8041.77,0.94,37.36,2028.75,7900.94,11.0163,309,1915,84.93,14.07,8.5753,60,0.02,FALSE,205,0
145,35.0048,0.8404,449.44,556.76,1371.93,1143.26,5.48,8,193.79,2222.44,8331.21,1.02,42.69,2387.49,8043.82,9.4335,337,2223,100,14.8,8.7768,100,0.02,TRUE,151,1
146,42.002,0.8402,445,550.27,1363.06,1145.4,3.91,5.72,138.78,2213.04,8395.6,1.03,42.62,2389.13,8145.66,9.4137,334,2212,100,10.61,6.2185,100,0.02,FALSE,201,0
147,42.0057,0.8411,445,550.97,1377.38,1142.75,3.91,5.72,137.94,2213.49,8430.94,1.03,42.66,2389.72,8186.65,9.3977,336,2212,100,10.34,6.3604,100,0.02,FALSE,246,0
148,42.0079,0.8413,445,551.16,1372.28,1146.17,3.91,5.72,139.18,2213.69,8429.25,1.03,42.63,2389.86,8185.3,9.3575,334,2212,100,10.47,6.2797,100,0.02,FALSE,239,0
149,10.0002,0.25,489.05,605.76,1514.41,1331.58,10.52,15.5,392.33,2319.19,8801.98,1.26,46.13,2388.38,8146.92,8.7704,372,2319,100,28.3,16.9361,100,0.03,TRUE,168,1
150,42.0014,0.8415,445,550.79,1362.95,1151.31,3.91,5.72,137.53,2211.6,8310.97,1.02,42.64,2387.59,8071.33,9.4556,335,2212,100,10.47,6.3793,100,0.02,FALSE,222,0
151,42.0075,0.84,445,550.66,1360.27,1152.8,3.91,5.72,137.84,2212.05,8345.17,1.02,42.61,2388.16,8102.47,9.4724,333,2212,100,10.58,6.2565,100,0.02,FALSE,293,0
152,42.0012,0.84,445,550.61,1358.51,1147.81,3.91,5.72,139.06,2213.38,8423.3,1.03,42.73,2389.59,8166.98,9.431,333,2212,100,10.35,6.2488,100,0.02,TRUE,174,1
153,0.0011,0,518.67,643.96,1607.14,1433.63,14.62,21.61,550.62,2388.27,9057.78,1.3,48.27,2388.23,8129.78,8.5304,395,2388,100,38.3,23.146,100,0.03,TRUE,148,1
154,42.0059,0.84,445,551.14,1360.82,1136.58,3.91,5.72,138.28,2211.85,8331.95,1.02,42.87,2387.85,8086.03,9.4571,334,2212,100,10.27,6.3612,100,0.02,TRUE,199,1
155,25.0068,0.6219,462.54,537.51,1276.5,1060.7,7.05,9.03,174.48,1915.88,8039.71,0.94,37.35,2028.82,7902.26,11.026,310,1915,84.93,14.14,8.524,60,0.02,TRUE,159,1
156,10.006,0.2501,489.05,605.54,1508.96,1331.59,10.52,15.5,392.75,2319.22,8785.07,1.26,46.2,2388.44,8124.12,8.7691,372,2319,100,28.17,16.8662,100,0.03,TRUE,163,1
157,10.0077,0.2508,489.05,605.78,1508.34,1334.57,10.52,15.5,393.18,2319.18,8779.85,1.26,46.16,2388.41,8134.36,8.7808,373,2319,100,28.24,16.9658,100,0.03,TRUE,140,1
158,42.0034,0.84,445,550.44,1362.57,1139.1,3.91,5.71,137.86,2211.48,8313.05,1.02,42.84,2387.45,8064.97,9.4666,335,2212,100,10.39,6.2707,100,0.02,TRUE,162,1
159,41.9985,0.8414,445,551.35,1369.54,1144.78,3.91,5.72,138.14,2212.93,8394.4,1.02,42.48,2389.06,8144.53,9.3943,335,2212,100,10.47,6.316,100,0.02,TRUE,194,1
160,20.0031,0.7003,491.19,608.21,1493.58,1274.53,9.35,13.66,332.88,2324.08,8710.32,1.07,45.01,2388.15,8033.56,9.3376,370,2324,100,24.17,14.4516,100,0.03,TRUE,177,1
161,42.0024,0.8418,445,550.76,1368.48,1144.93,3.91,5.72,138.63,2214.05,8478.27,1.03,42.75,2390.32,8215.47,9.3831,334,2212,100,10.41,6.3335,100,0.02,FALSE,218,0
162,42.0003,0.8413,445,550.68,1365.38,1144,3.91,5.72,138.76,2212.28,8354.94,1.02,42.97,2388.36,8107.63,9.4755,333,2212,100,10.37,6.2615,100,0.02,TRUE,184,1
163,25.0059,0.62,462.54,537.08,1277.91,1065,7.05,9.03,174.9,1915.04,8010.43,0.94,37.4,2028.01,7866.59,10.9801,310,1915,84.93,14.19,8.5743,60,0.02,TRUE,168,1
164,0.0017,0,518.67,643.87,1599.61,1431.49,14.62,21.61,550.46,2388.3,9047.97,1.3,48.24,2388.27,8116.34,8.5416,398,2388,100,38.41,23.0688,100,0.03,FALSE,282,0
165,42.0021,0.8407,445,550.42,1367.48,1144.94,3.91,5.72,138.45,2212.86,8389.44,1.02,42.84,2388.95,8138.17,9.4379,334,2212,100,10.5,6.3155,100,0.02,FALSE,206,0
166,42.0078,0.84,445,550.79,1359.05,1148.58,3.91,5.72,138.81,2211.65,8320.8,1.02,42.72,2387.76,8081.13,9.4621,333,2212,100,10.52,6.2974,100,0.02,TRUE,170,1
167,24.9991,0.62,462.54,536.77,1273.79,1060.75,7.05,9.03,175.14,1914.77,7989.12,0.94,37.53,2027.61,7857.58,11.0061,310,1915,84.93,14.17,8.4451,60,0.02,TRUE,145,1
168,42.0009,0.84,445,550.65,1362.1,1152.27,3.91,5.72,138.6,2213.01,8392.8,1.03,42.84,2389.13,8153.99,9.4336,336,2212,100,10.35,6.2567,100,0.02,TRUE,185,1
169,42.0053,0.84,445,550.67,1369.69,1142.21,3.91,5.72,136.99,2211.49,8315.39,1.02,42.72,2387.51,8076.25,9.496,333,2212,100,10.49,6.2981,100,0.02,TRUE,136,1
170,25.0049,0.62,462.54,536.68,1266.86,1062.91,7.05,9.03,173.98,1915.03,7993.21,0.94,37.22,2027.91,7859.15,10.9973,312,1915,84.93,14.22,8.4867,60,0.02,TRUE,156,1
171,0.0028,0.0002,518.67,643.75,1603.19,1426.61,14.62,21.61,551.78,2388.22,9095.6,1.3,48.18,2388.25,8166.61,8.5083,396,2388,100,38.35,23.0939,100,0.03,TRUE,194,1
172,41.9987,0.842,445,551.02,1364.89,1142.31,3.91,5.72,138.36,2211.65,8319.61,1.02,42.72,2387.66,8073.52,9.4566,333,2212,100,10.36,6.3674,100,0.02,TRUE,196,1
173,42.005,0.84,445,550.4,1360.69,1142.98,3.91,5.72,137.82,2212.97,8393.3,1.03,42.61,2389.07,8150.2,9.4109,336,2212,100,10.47,6.3394,100,0.02,FALSE,239,0
174,10.0007,0.2508,489.05,606.17,1515.32,1327.22,10.52,15.5,392.82,2319.24,8761.19,1.26,46.16,2388.43,8104.73,8.7392,373,2319,100,28.28,16.9358,100,0.03,TRUE,158,1
175,0.0018,0,518.67,643.6,1602.21,1429.66,14.62,21.61,551.17,2388.25,9087.75,1.3,48.27,2388.25,8154.08,8.5098,396,2388,100,38.56,23.044,100,0.03,FALSE,231,0
176,41.9999,0.8402,445,550.87,1371.34,1148.87,3.91,5.72,138.2,2211.68,8324.79,1.02,42.64,2387.82,8080.32,9.4589,336,2212,100,10.49,6.2821,100,0.02,FALSE,244,0
177,0.0009,0.0019,518.67,643.8,1599.54,1435.08,14.62,21.61,550.63,2388.29,9053.06,1.3,48.34,2388.27,8122.42,8.5073,397,2388,100,38.3,23.0522,100,0.03,TRUE,185,1
178,41.9984,0.8408,445,551.01,1366.36,1132.68,3.91,5.72,138.29,2212.46,8359.02,1.02,42.71,2388.53,8117.81,9.4466,333,2212,100,10.63,6.3458,100,0.02,TRUE,161,1
179,0.002,0,518.67,643.91,1604.35,1435.36,14.62,21.61,550.52,2388.3,9051.29,1.3,48.51,2388.24,8128.22,8.5341,397,2388,100,38.4,23.0001,100,0.03,TRUE,181,1
180,42.0059,0.8403,445,550.37,1361.87,1139.95,3.91,5.72,137.7,2211.58,8314.32,1.02,42.74,2387.68,8077.37,9.4307,334,2212,100,10.47,6.2856,100,0.02,FALSE,221,0
181,42.0039,0.84,445,550.74,1365.17,1144.52,3.91,5.72,138.47,2212.93,8400.89,1.02,42.7,2389.09,8152.15,9.4286,336,2212,100,10.42,6.267,100,0.02,FALSE,288,0
182,42.0077,0.84,445,550.27,1366.94,1141.7,3.91,5.72,137.99,2211.98,8340.7,1.02,42.68,2388.08,8101.01,9.4646,333,2212,100,10.5,6.2865,100,0.02,TRUE,200,1
183,20.003,0.7001,491.19,608.33,1490.58,1272,9.35,13.66,333.5,2324.08,8708.61,1.07,45.04,2388.16,8041.05,9.2955,369,2324,100,24.3,14.5097,100,0.03,TRUE,170,1
184,42.006,0.84,445,550.48,1359.71,1142.84,3.91,5.72,138.93,2213,8404.28,1.02,42.57,2389.18,8150.19,9.3981,334,2212,100,10.5,6.2966,100,0.02,FALSE,259,0
185,35.0025,0.84,449.44,556.76,1375.14,1143.52,5.48,8,193.74,2222.66,8338.39,1.02,42.61,2387.74,8052.83,9.4444,337,2223,100,14.65,8.7927,100,0.02,FALSE,347,0
186,41.9983,0.8413,445,550.39,1366.56,1152.28,3.91,5.72,138.08,2212.24,8356.17,1.02,42.75,2388.32,8103.2,9.4885,335,2212,100,10.54,6.2323,100,0.02,TRUE,190,1
187,0.0029,0.0001,518.67,643.04,1600.79,1425.43,14.62,21.61,550.98,2388.32,9052.38,1.3,48.26,2388.3,8126.3,8.5261,395,2388,100,38.38,23.1342,100,0.03,TRUE,170,1
188,42.0049,0.8405,445,550.89,1356.59,1146.06,3.91,5.72,138.32,2212.16,8341.01,1.02,42.79,2388.21,8111.86,9.4505,333,2212,100,10.51,6.2309,100,0.02,FALSE,365,0
189,10.0012,0.2502,489.05,606.35,1510.41,1330.07,10.52,15.5,392.71,2319.17,8765.42,1.26,46.03,2388.37,8110.48,8.7546,372,2319,100,28.21,16.9713,100,0.03,TRUE,188,1
190,9.9994,0.25,489.05,605.68,1515.84,1334.95,10.52,15.5,392.87,2319.19,8808.86,1.26,46.25,2388.39,8150.33,8.7664,373,2319,100,28.16,16.9252,100,0.03,TRUE,188,1
191,25.0009,0.6216,462.54,538.02,1267.37,1064.84,7.05,9.03,175.24,1915.09,7999.82,0.94,37.34,2027.99,7863.35,11.0454,310,1915,84.93,14.21,8.5396,60,0.02,FALSE,245,0
192,35.0025,0.84,449.44,556.28,1378.53,1149.25,5.48,8,194.22,2223,8361.81,1.02,42.57,2388.1,8060.2,9.4446,336,2223,100,14.58,8.8664,100,0.02,TRUE,188,1
193,42.0009,0.8406,445,550.52,1369.59,1138.93,3.91,5.72,137.86,2211.65,8321.69,1.02,42.73,2387.75,8080.22,9.4904,333,2212,100,10.44,6.3702,100,0.02,TRUE,189,1
194,42.0053,0.8408,445,550.44,1368.05,1142.5,3.91,5.72,139.22,2213.12,8402.99,1.03,42.63,2389.28,8151.88,9.41,334,2212,100,10.48,6.2799,100,0.02,FALSE,306,0
195,0.0016,0.0005,518.67,643.56,1609.46,1430.39,14.62,21.61,551.45,2388.15,9194.55,1.3,48.3,2388.18,8252.61,8.5396,398,2388,100,38.32,23.0962,100,0.03,TRUE,198,1
196,42.0041,0.8412,445,550.54,1361.41,1143.68,3.91,5.72,138.07,2212.29,8356.58,1.02,42.77,2388.43,8110.39,9.4865,335,2212,100,10.35,6.2454,100,0.02,FALSE,208,0
197,10.0033,0.2501,489.05,606.23,1509.53,1334.96,10.52,15.5,392.52,2319.26,8776.12,1.26,46.04,2388.43,8117.64,8.7254,374,2319,100,28.14,17.0462,100,0.03,TRUE,145,1
198,35.0016,0.84,449.44,556.69,1382.87,1150.3,5.48,8,193.51,2222.8,8348.78,1.02,42.61,2387.91,8058.19,9.4343,337,2223,100,14.68,8.8164,100,0.02,TRUE,167,1
199,0.0014,0.0001,518.67,643.63,1600.41,1429.09,14.62,21.61,550.95,2388.26,9049.33,1.3,48.29,2388.3,8120.15,8.5162,396,2388,100,38.65,23.0336,100,0.03,FALSE,202,0
200,42.0066,0.841,445,550.39,1371.41,1147.87,3.91,5.72,138.44,2212.14,8340.98,1.02,42.76,2388.19,8102.31,9.4196,333,2212,100,10.55,6.2766,100,0.02,FALSE,212,0
201,10.0034,0.25,489.05,605.55,1514.2,1325.93,10.52,15.5,392.35,2319.2,8832.27,1.26,46.13,2388.42,8170.2,8.7537,372,2319,100,28.13,17.0325,100,0.03,FALSE,211,0
202,42.0029,0.84,445,550.19,1365.26,1150.35,3.91,5.72,138.43,2213.08,8404.12,1.02,42.73,2389.22,8153.48,9.451,334,2212,100,10.39,6.1923,100,0.02,TRUE,164,1
203,19.9993,0.7002,491.19,608.2,1500.52,1266.88,9.35,13.66,332.63,2324.11,8719.98,1.07,45.18,2388.28,8050.17,9.3246,369,2324,100,24.29,14.5908,100,0.03,FALSE,280,0
204,42.0057,0.84,445,549.75,1364.65,1150.5,3.91,5.72,138.05,2212.97,8396.86,1.03,42.79,2389.15,8143.29,9.4171,335,2212,100,10.57,6.3541,100,0.02,FALSE,228,0
205,42.0042,0.8404,445,550.78,1376.88,1149.28,3.91,5.72,138.39,2213.78,8455.76,1.03,42.67,2389.94,8200.06,9.3932,335,2212,100,10.53,6.2806,100,0.02,FALSE,303,0
206,42.0003,0.84,445,550.29,1369.14,1149.44,3.91,5.72,138.19,2213,8396.49,1.02,42.82,2389.13,8151.15,9.3948,333,2212,100,10.41,6.2611,100,0.02,FALSE,272,0
207,20.005,0.7012,491.19,608.58,1498.21,1269.71,9.35,13.66,333.65,2324.09,8708.48,1.07,44.94,2388.29,8042.87,9.3193,370,2324,100,24.01,14.5424,100,0.03,TRUE,145,1
208,9.9982,0.25,489.05,605.42,1512.19,1328.7,10.52,15.5,392.41,2319.22,8811.12,1.26,46.11,2388.41,8152.73,8.7462,373,2319,100,28.21,16.9515,100,0.03,TRUE,156,1
209,42.0014,0.84,445,550.07,1355.6,1140.56,3.91,5.72,138.43,2212.33,8360.01,1.02,42.74,2388.42,8110.28,9.4415,334,2212,100,10.4,6.3539,100,0.02,FALSE,220,0
210,41.9988,0.84,445,550.65,1375.22,1146.51,3.91,5.72,138.14,2213.16,8411.61,1.03,42.69,2389.37,8162.18,9.4264,334,2212,100,10.73,6.2952,100,0.02,FALSE,221,0
211,10.0051,0.25,489.05,605.73,1515.93,1334.86,10.52,15.5,392.57,2319.24,8754.99,1.26,46.18,2388.39,8097.43,8.7502,372,2319,100,28.25,16.9825,100,0.03,TRUE,200,1
212,0.0019,0.002,518.67,643.72,1605.02,1432.87,14.62,21.61,551.15,2388.18,9111.54,1.3,48.28,2388.23,8164.71,8.5336,397,2388,100,38.17,23.0181,100,0.03,FALSE,378,0
213,42.0045,0.8406,445,550.44,1364.59,1141.99,3.91,5.72,138.29,2211.73,8330.99,1.02,42.83,2387.81,8081.73,9.4454,335,2212,100,10.41,6.2567,100,0.02,FALSE,232,0
214,20.0057,0.7,491.19,608.64,1504.78,1273.25,9.35,13.66,333.64,2324.92,8855.05,1.07,45.04,2389.13,8177.22,9.3319,369,2324,100,24.17,14.5798,100,0.03,FALSE,203,0
215,42.0074,0.8416,445,550.54,1359.69,1145.13,3.91,5.72,138.3,2212.03,8343.11,1.02,42.59,2388.11,8097.33,9.472,332,2212,100,10.45,6.2931,100,0.02,FALSE,206,0
216,0.0021,0,518.67,643.99,1598.48,1427.09,14.62,21.61,551.19,2388.28,9058.73,1.3,48.1,2388.33,8126.69,8.5469,397,2388,100,38.5,23.0935,100,0.03,FALSE,207,0
217,20.0001,0.7,491.19,608.41,1496.63,1272.78,9.35,13.66,333.24,2324.07,8715.33,1.08,45.11,2388.22,8048.88,9.3263,366,2324,100,24.02,14.5394,100,0.03,TRUE,177,1
218,41.9992,0.84,445,550.43,1367.74,1140.6,3.91,5.72,138.33,2212.68,8386.36,1.02,42.65,2388.79,8125.76,9.4548,334,2212,100,10.55,6.1648,100,0.02,FALSE,344,0
219,42.0071,0.8417,445,550.38,1365.12,1145.76,3.91,5.72,138.76,2212.65,8381.91,1.02,42.42,2388.76,8130.15,9.4375,334,2212,100,10.35,6.1899,100,0.02,TRUE,174,1
220,42.0052,0.8401,445,550.68,1369.13,1139.04,3.91,5.71,138.6,2211.19,8299.77,1.02,42.65,2387.27,8062.04,9.4792,334,2212,100,10.45,6.2747,100,0.02,TRUE,129,1
221,0.0028,0,518.67,643.67,1596.85,1430.28,14.62,21.61,550.77,2388.29,9051.05,1.3,48.29,2388.28,8123.43,8.5042,396,2388,100,38.4,22.9881,100,0.03,FALSE,210,0
222,0.0003,0.0017,518.67,643.42,1609.07,1426.22,14.62,21.61,550.72,2388.29,9058.59,1.3,48.31,2388.29,8129.02,8.5463,396,2388,100,38.5,23.084,100,0.03,TRUE,185,1
223,42.0014,0.8407,445,550.19,1367.58,1139.93,3.91,5.72,138.52,2212.88,8385.9,1.02,42.52,2389.03,8142.47,9.4094,334,2212,100,10.51,6.269,100,0.02,FALSE,226,0
224,41.9981,0.8411,445,550.73,1361.4,1144.85,3.91,5.72,137.7,2213.41,8425.89,1.03,42.75,2389.64,8178.14,9.4011,334,2212,100,10.31,6.3899,100,0.02,FALSE,267,0
225,42.0067,0.8411,445,551.02,1370.14,1145.52,3.91,5.72,138.65,2212.29,8358.08,1.02,42.56,2388.37,8104.79,9.4272,334,2212,100,10.33,6.3756,100,0.02,TRUE,168,1
226,42.0066,0.8407,445,550.36,1369.28,1145.07,3.91,5.72,138.35,2212.13,8344.68,1.02,42.8,2388.23,8109.25,9.4763,334,2212,100,10.48,6.2688,100,0.02,TRUE,199,1
227,10.0045,0.25,489.05,605.77,1512.1,1330.46,10.52,15.5,392.58,2319.23,8754.09,1.26,46.19,2388.4,8099.31,8.7365,372,2319,100,28.24,16.88,100,0.03,FALSE,256,0
228,9.9989,0.2507,489.05,605.62,1514.81,1328.42,10.52,15.5,393.22,2319.17,8843.42,1.26,46.17,2388.45,8180.55,8.7419,373,2319,100,28.24,16.9195,100,0.03,FALSE,303,0
229,41.9988,0.8415,445,550.29,1360.77,1144.44,3.91,5.72,137.99,2211.59,8316.77,1.02,42.59,2387.61,8069.87,9.4687,334,2212,100,10.55,6.2788,100,0.02,FALSE,202,0
230,25.0059,0.62,462.54,536.78,1271.01,1068.15,7.05,9.03,175.42,1914.83,7988.08,0.94,37.27,2027.66,7854.13,11.0104,309,1915,84.93,14.04,8.4995,60,0.02,TRUE,182,1
231,20.0002,0.7004,491.19,608.71,1506.28,1268.46,9.35,13.66,333.54,2324.54,8791.09,1.07,45.19,2388.65,8115.87,9.319,366,2324,100,24.11,14.5511,100,0.03,FALSE,280,0
232,0.0008,0.0011,518.67,643.76,1598.07,1426.1,14.62,21.61,551.08,2388.36,9050.6,1.3,48.24,2388.3,8124.36,8.4861,397,2388,100,38.49,23.0694,100,0.03,TRUE,183,1
233,42.0071,0.84,445,550.19,1361.97,1138.28,3.91,5.72,138.07,2211.41,8312.6,1.02,42.67,2387.5,8068.09,9.4648,332,2212,100,10.27,6.2969,100,0.02,TRUE,159,1
234,20.0051,0.7,491.19,608.78,1497.02,1267.95,9.35,13.66,333.85,2324.14,8714.31,1.07,45.37,2388.25,8053.88,9.3325,368,2324,100,24.38,14.4714,100,0.03,FALSE,247,0
235,41.9985,0.84,445,550.64,1368.36,1141.48,3.91,5.72,138.24,2212.47,8371.26,1.02,42.59,2388.58,8117.62,9.4338,333,2212,100,10.62,6.2951,100,0.02,FALSE,294,0
236,42.0053,0.842,445,550.61,1364.7,1143.54,3.91,5.71,138.04,2211.51,8314.71,1.02,42.76,2387.61,8072.77,9.4943,333,2212,100,10.61,6.2946,100,0.02,TRUE,160,1
237,41.9993,0.8408,445,550.58,1365.34,1146.11,3.91,5.72,137.72,2211.48,8308.67,1.02,42.85,2387.41,8067,9.4637,333,2212,100,10.65,6.3006,100,0.02,TRUE,148,1
238,25.004,0.6217,462.54,537.24,1275.52,1068.23,7.05,9.03,174.17,1915.49,8023.85,0.94,37.21,2028.33,7882.38,11.0247,310,1915,84.93,13.98,8.4502,60,0.02,TRUE,200,1
239,0.0029,0.0005,518.67,644.26,1598.21,1430.34,14.62,21.61,551.91,2388.21,9129.84,1.3,48.04,2388.22,8188.55,8.524,397,2388,100,38.58,23.0514,100,0.03,TRUE,194,1
240,42.0043,0.84,445,550.48,1362.67,1141.11,3.91,5.72,137.58,2211.67,8324.98,1.02,42.9,2387.67,8077.45,9.4599,334,2212,100,10.59,6.3135,100,0.02,FALSE,214,0
241,0.0019,0.0003,518.67,643.72,1602.56,1429.85,14.62,21.61,551.08,2388.29,9055.27,1.3,48.37,2388.31,8125.93,8.495,395,2388,100,38.58,23.1498,100,0.03,TRUE,163,1
242,42.0002,0.84,445,550.71,1370.75,1152.22,3.91,5.72,138.08,2212.11,8352.52,1.02,42.72,2388.13,8099.16,9.4733,335,2212,100,10.32,6.3685,100,0.02,FALSE,208,0
243,0.0017,0,518.67,643.67,1602.04,1436.4,14.62,21.61,551.45,2388.29,9044.24,1.3,48.16,2388.28,8117.06,8.5443,396,2388,100,38.68,22.9912,100,0.03,TRUE,166,1
244,42.0017,0.84,445,550.51,1353.89,1145.53,3.91,5.72,138.69,2211.86,8336.76,1.02,42.52,2387.97,8086.66,9.4668,334,2212,100,10.52,6.2244,100,0.02,FALSE,224,0
245,42.0034,0.84,445,550.34,1368.84,1147.22,3.91,5.72,139.05,2213.21,8415.94,1.03,42.75,2389.4,8164.99,9.4227,334,2212,100,10.53,6.2669,100,0.02,FALSE,251,0
246,10.0006,0.25,489.05,606.15,1517.09,1336.66,10.52,15.5,392.28,2319.18,8807.09,1.26,46.3,2388.37,8145.54,8.7465,373,2319,100,28.2,16.9296,100,0.03,FALSE,263,0
247,25.0014,0.6209,462.54,537.56,1268.78,1068.93,7.05,9.03,174.92,1915.14,8011.47,0.94,37.21,2028.08,7873.66,11.0171,309,1915,84.93,14.12,8.5506,60,0.02,FALSE,207,0
248,42.0027,0.84,445,550.32,1362.64,1152.47,3.91,5.72,138.18,2212.66,8379.09,1.02,42.73,2388.75,8131.71,9.4251,334,2212,100,10.69,6.3503,100,0.02,FALSE,279,0
249,42.0028,0.8417,445,550.67,1375.79,1138.5,3.91,5.72,138.11,2212.54,8368.47,1.02,42.7,2388.63,8122.3,9.4281,333,2212,100,10.56,6.195,100,0.02,FALSE,289,0
250,42.0005,0.84,445,550.35,1371.77,1143.73,3.91,5.72,138.76,2213.94,8458.13,1.03,42.61,2390.2,8207.31,9.394,336,2212,100,10.68,6.3411,100,0.02,FALSE,222,0
251,34.9985,0.8416,449.44,556.83,1374.17,1150.66,5.48,8,193.28,2222.87,8352.94,1.02,42.66,2387.97,8059.65,9.4374,336,2223,100,14.7,8.7848,100,0.02,TRUE,177,1
252,0.0013,0.0001,518.67,643.61,1605.97,1438.16,14.62,21.61,551.24,2388.3,9048.31,1.3,48.1,2388.23,8116.55,8.545,397,2388,100,38.4,23.0261,100,0.03,TRUE,184,1
253,10.0007,0.25,489.05,606.01,1512.73,1329.59,10.52,15.5,392.98,2319.17,8800.53,1.26,46.29,2388.4,8136.57,8.7473,372,2319,100,28.33,16.9297,100,0.03,FALSE,292,0
254,42.0021,0.84,445,550.49,1362.06,1145.76,3.91,5.72,137.78,2211.19,8301.14,1.02,42.69,2387.27,8055.99,9.4589,333,2212,100,10.3,6.2348,100,0.02,TRUE,193,1
255,0.0027,0,518.67,643.45,1600.01,1430.78,14.62,21.61,551.03,2388.25,9077.03,1.3,48.1,2388.29,8145.31,8.5097,397,2388,100,38.36,22.9388,100,0.03,FALSE,226,0
256,42.0012,0.8404,445,550.2,1366.77,1141.51,3.91,5.72,139.14,2212.09,8342.31,1.02,42.96,2388.18,8100.78,9.4427,332,2212,100,10.32,6.2748,100,0.02,FALSE,299,0
257,10.0034,0.25,489.05,606.02,1508.37,1336.42,10.52,15.5,393.03,2319.15,8813.94,1.26,45.99,2388.35,8155.61,8.7672,373,2319,100,28.39,17.052,100,0.03,FALSE,237,0
258,10.0028,0.25,489.05,606.26,1512.57,1328.42,10.52,15.5,393.64,2319.17,8800.53,1.26,46.2,2388.43,8137.87,8.7293,373,2319,100,28.08,16.9201,100,0.03,FALSE,308,0
259,42.004,0.8405,445,550.83,1366.32,1146.61,3.91,5.72,138.46,2213.08,8409.04,1.03,42.72,2389.31,8153.78,9.4122,334,2212,100,10.56,6.3796,100,0.02,FALSE,241,0
