hr,operational_setting_1,operational_setting_2,sensor_measurement_01,sensor_measurement_02,sensor_measurement_03,sensor_measurement_04,sensor_measurement_05,sensor_measurement_06,sensor_measurement_07,sensor_measurement_08,sensor_measurement_09,sensor_measurement_10,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,operational_setting_3,sensor_measurement_16,t,e
116,0.595282015,0.737329377,0.238088774,0.009770486,0.036029853,0.007136695,0.29318394,0.210295041,0.087732239,0.00044316,0.003652975,0.025641026,0.029746282,0.000633993,0.028231999,0.978581644,0.043478261,0,0,0.132005402,0.126898837,0,0,154,1
117,0.999840528,0.999406528,0,0.130242419,0.275828544,0.226596607,0,0.002510986,0.004172237,0.627534978,0.286285028,0.230769231,0.482939633,0.994018413,0.564278616,0.443785537,0.315217391,0.627906977,1,0.002700878,0.017088133,1,0,180,1
118,0.238227055,0.297329377,0.597936745,0.640151166,0.712847788,0.711003059,0.617180205,0.616446955,0.590936333,0.853440817,0.622812393,0.846153846,0.785651794,0.994321627,0.593707652,0.201869746,0.717391304,0.854122622,1,0.607697502,0.610001007,1,1,209,0
119,0.999804826,0.997626113,0,0.130426767,0.298733236,0.236818027,0,0.002510986,0.003319349,0.631818853,0.382671049,0.256410256,0.498687664,1,0.833521547,0.411239404,0.304347826,0.627906977,1,0.005064146,0.009890184,1,0,163,1
120,0.000145191,0.000593472,1,0.984699051,0.975150839,0.982668026,1,1,0.955442349,0.999282504,0.849997215,0.948717949,0.9720035,0.994183803,0.621826723,0.112394042,0.956521739,1,1,0.948345712,0.9511032,1,1,154,1
121,0.83323773,0.997626113,0.060268766,0.189234031,0.345800806,0.218518809,0.14659197,0.145637163,0.130561062,0.651887649,0.329913809,0.230769231,0.458442695,0.995755003,0.596959978,0.436320508,0.336956522,0.651162791,1,0.148548278,0.15145918,1,0,189,1
122,0.999895272,0.997626113,0,0.128675454,0.305281519,0.226596607,0,0.002510986,0.000922041,0.626395425,0.269269644,0.230769231,0.518810149,0.992585038,0.515132352,0.465552726,0.304347826,0.627906977,1,0.010128292,0.007164366,1,0,192,1
123,0.999923834,0.999169139,0,0.132178081,0.311829802,0.212715343,0,0.002510986,0.004425799,0.630805917,0.361167042,0.256410256,0.482939633,0.998704449,0.767165056,0.422785782,0.282608696,0.627906977,1,0.006076975,0.013018997,1,0,211,0
124,0.999828627,1,0,0.127569361,0.297560836,0.220113455,0,0.002510986,0.003941727,0.630700403,0.362090234,0.256410256,0.47944007,0.998621754,0.762557593,0.412948687,0.304347826,0.627906977,1,0.006752194,0.008412533,1,0,191,1
125,0.23829608,0.298872404,0.597936745,0.639137248,0.699036344,0.693017541,0.617180205,0.616446955,0.58929971,0.853588537,0.63810873,0.846153846,0.785651794,0.994459452,0.628399133,0.208288276,0.72826087,0.854122622,1,0.613099257,0.608903964,1,1,205,0
126,0.595301057,0.736735905,0.238088774,0.006175684,0.012924995,0.022325046,0.29318394,0.210295041,0.088331566,0.000991833,0.014572108,0.025641026,0.028871391,0.001460941,0.056938296,0.985488541,0.043478261,0,0,0.128966914,0.132596747,0,0,187,1
127,0.999852429,1,0,0.129597198,0.312802036,0.208375814,0,0.002510986,0.00200544,0.630320552,0.346650643,0.256410256,0.49256343,0.998042891,0.741236787,0.427320613,0.293478261,0.627906977,1,0.004051317,0.005983365,1,0,176,1
128,0.238203253,0.297329377,0.597936745,0.639874643,0.711389437,0.718610305,0.617180205,0.616446955,0.590659721,0.853377509,0.615769075,0.846153846,0.779527559,0.994542147,0.573719397,0.197579098,0.706521739,0.854122622,1,0.611411209,0.605170657,1,1,200,1
129,0.238136608,0.297329377,0.597936745,0.639321596,0.748963427,0.731759601,0.617180205,0.616446955,0.591120741,0.853504126,0.620440745,0.846153846,0.789151356,0.994569712,0.601906225,0.20064883,0.717391304,0.854122622,1,0.60972316,0.605316184,1,1,151,1
130,0.238200873,0.297329377,0.597936745,0.637201585,0.718166481,0.715185737,0.617180205,0.616446955,0.588262413,0.853398611,0.647929583,0.846153846,0.788276465,0.994542147,0.66372301,0.211951024,0.695652174,0.854122622,1,0.603983795,0.608125959,1,1,166,1
131,0.000147571,0.000593472,1,0.98930777,0.980212176,0.964238099,1,1,0.955350145,0.999008167,0.90920884,0.948717949,0.962379703,0.993908154,0.798694552,0.118847455,0.989130435,1,1,0.95104659,0.945965007,1,1,343,0
132,0.000149951,0.001543027,1,0.981657296,0.966543708,0.947821086,1,1,0.955718962,0.999113681,0.908794996,0.948717949,0.969378828,0.993908154,0.781190713,0.11658004,0.989130435,1,1,0.947670493,0.946804581,1,1,281,0
133,0.999957157,0.999881306,0,0.13153286,0.28909668,0.222570779,0,0.002510986,0.001867134,0.629117691,0.318811629,0.230769231,0.490813648,0.996306301,0.674360828,0.447413402,0.293478261,0.627906977,1,0.003376097,0.00932487,1,0,195,1
134,0.238224674,0.298753709,0.597936745,0.641902479,0.725715593,0.70906857,0.617180205,0.616446955,0.588170209,0.853440817,0.636445392,0.846153846,0.783027122,0.994597277,0.628444304,0.194788433,0.72826087,0.854122622,1,0.601620527,0.609631595,1,1,205,0
135,0.999876231,0.997626113,0,0.127569361,0.297703812,0.231720388,0,0.002510986,0.0033424,0.629877393,0.337339138,0.256410256,0.482064742,0.997381333,0.711401211,0.434018209,0.293478261,0.627906977,1,0.006752194,0.012845485,1,0,196,1
136,0.238191352,0.299228487,0.597936745,0.64024334,0.717194247,0.71147361,0.617180205,0.616446955,0.588723434,0.853525228,0.610691519,0.846153846,0.784776903,0.994487017,0.588580721,0.190916385,0.717391304,0.854122622,1,0.604996624,0.606726668,1,1,203,0
137,0.000164232,0.000593472,1,0.988939073,0.963769981,0.962852587,1,1,0.955327094,0.999282504,0.843829337,0.948717949,0.97287839,0.994238933,0.611459933,0.11658004,0.97826087,1,1,0.953409858,0.94822626,1,1,210,0
138,0.999811966,0.997626113,0,0.129136326,0.277744417,0.232478498,0,0.001883239,0.002189848,0.625846751,0.248267025,0.230769231,0.491688539,0.991675396,0.489588039,0.45739003,0.282608696,0.627906977,1,0.006414585,0.008485296,1,0,177,1
139,0.999914314,0.997626113,0,0.12775371,0.293900661,0.208140538,0,0.002510986,0.000875939,0.626437631,0.262648129,0.230769231,0.502187227,0.992667733,0.502100461,0.459134196,0.293478261,0.627906977,1,0.001688049,0.010601023,1,0,214,0
140,0.999940496,0.999762611,0,0.128306756,0.315032455,0.215355658,0,0.002510986,0.002489512,0.627218435,0.278111595,0.230769231,0.482939633,0.99360494,0.564188274,0.448250602,0.304347826,0.627906977,1,0.007765024,0.012828693,1,0,193,1
141,0.833197267,0.998931751,0.060268766,0.18167573,0.329501587,0.244529841,0.14659197,0.145637163,0.132059379,0.651085741,0.304979666,0.230769231,0.490813648,0.994679971,0.535527148,0.429518261,0.315217391,0.651162791,1,0.14618501,0.152074868,1,0,262,0
142,0.99986909,0.997626113,0,0.133560697,0.2983615,0.215015816,0,0.002510986,0.002766124,0.626754173,0.269245768,0.230769231,0.502187227,0.992998511,0.526131539,0.451041267,0.304347826,0.627906977,1,0.009115463,0.011194322,1,0,221,0
143,0.999840528,0.998931751,0,0.129136326,0.303994738,0.214048571,0,0.002510986,0.004402748,0.631038048,0.366435603,0.256410256,0.473315836,0.999062793,0.786679013,0.420274183,0.304347826,0.627906977,1,0.008777853,0.017899721,1,0,211,0
144,0.595191568,0.736854599,0.238088774,0.010231358,0.020331132,0.02703056,0.29318394,0.210295041,0.085450187,0.002215798,0.042729465,0.025641026,0.022747157,0.0031424,0.112882826,0.989848955,0.02173913,0,0,0.128291695,0.139425283,0,0,205,0
145,0.833313895,0.99810089,0.060268766,0.185639229,0.310657402,0.220374873,0.14659197,0.145637163,0.130929879,0.649270897,0.27308179,0.230769231,0.489063867,0.992006175,0.43558587,0.437715841,0.326086957,0.651162791,1,0.152937205,0.150703563,1,0,151,1
146,0.99985957,0.997863501,0,0.125818048,0.285293529,0.225969205,0,0.002510986,0.004126135,0.629434233,0.324326905,0.256410256,0.482939633,0.996526821,0.665597615,0.430808944,0.293478261,0.627906977,1,0.011478731,0.00751139,1,0,201,0
147,0.999947636,0.998931751,0,0.132270255,0.326241743,0.219041644,0,0.002510986,0.002189848,0.630383861,0.352452428,0.256410256,0.486439195,0.998153151,0.758175987,0.425227614,0.315217391,0.627906977,1,0.002363268,0.015453762,1,0,246,0
148,1,0.999169139,0,0.134021569,0.311658231,0.227982119,0,0.002510986,0.005048177,0.630805917,0.351107432,0.256410256,0.483814523,0.998539059,0.755126931,0.411204521,0.293478261,0.627906977,1,0.006752194,0.010936853,1,0,239,0
149,0.23816041,0.297329377,0.597936745,0.63729376,0.718080695,0.71267613,0.617180205,0.616446955,0.588585127,0.853440817,0.647746536,0.846153846,0.790026247,0.994459452,0.6684434,0.206404577,0.706521739,0.854122622,1,0.608710331,0.60739273,1,1,168,1
150,0.999845289,0.999406528,0,0.130611116,0.284978983,0.241418974,0,0.002510986,0.001244756,0.626395425,0.256973681,0.230769231,0.484689414,0.992281824,0.497718854,0.445425053,0.304347826,0.627906977,1,0.006752194,0.016511625,1,0,222,0
151,0.999990479,0.997626113,0,0.129412849,0.27731549,0.245314093,0,0.002510986,0.001959338,0.627345052,0.284191928,0.230769231,0.482064742,0.993853024,0.568050411,0.45128545,0.282608696,0.627906977,1,0.010465901,0.009638311,1,0,293,0
152,0.999840528,0.997626113,0,0.128951977,0.272282749,0.232269364,0,0.002510986,0.004771564,0.630151729,0.346372094,0.256410256,0.49256343,0.997794807,0.713750113,0.436843758,0.282608696,0.627906977,1,0.002700878,0.00920733,1,0,174,1
153,0.000164232,0.000593472,1,0.989399945,0.983243259,0.979452592,1,1,0.95345996,0.999219195,0.851326293,0.948717949,0.977252843,0.994045978,0.629731683,0.12268462,0.956521739,1,1,0.946320054,0.954970839,1,1,148,1
154,0.999952396,0.997626113,0,0.13383722,0.278888222,0.20291219,0,0.002510986,0.002973584,0.626922996,0.273670723,0.230769231,0.504811899,0.992998511,0.530919686,0.445948303,0.293478261,0.627906977,1,0,0.015498539,1,0,199,1
155,0.5953439,0.738753709,0.238088774,0.008203521,0.037774156,0.004548663,0.29318394,0.210295041,0.08641833,0.002342415,0.041090003,0.025641026,0.021872266,0.003335355,0.115864125,0.993232637,0.032608696,0,0,0.130654963,0.13655394,0,0,159,1
156,0.23829846,0.297448071,0.597936745,0.635265923,0.702496354,0.712702272,0.617180205,0.616446955,0.589553271,0.853504126,0.634288625,0.846153846,0.796150481,0.994624842,0.616948234,0.205951094,0.706521739,0.854122622,1,0.604321404,0.603480315,1,1,163,1
157,0.238338923,0.298278932,0.597936745,0.637478109,0.700723457,0.72049251,0.617180205,0.616446955,0.590544465,0.853419714,0.630134261,0.846153846,0.792650919,0.994542147,0.640075888,0.210032441,0.717391304,0.854122622,1,0.606684673,0.609055087,1,1,140,1
158,0.999892892,0.997626113,0,0.127385012,0.283892368,0.209499909,0,0.001883239,0.00200544,0.626142191,0.25862906,0.230769231,0.502187227,0.991895915,0.483354413,0.449262218,0.304347826,0.627906977,1,0.004051317,0.010433108,1,0,162,1
159,0.999776263,0.999287834,0,0.135772882,0.303823168,0.224348417,0,0.002510986,0.002650869,0.629202102,0.323371879,0.230769231,0.470691164,0.996333866,0.663045442,0.424041581,0.304347826,0.627906977,1,0.006752194,0.012968622,1,0,194,1
160,0.476247034,0.831810089,0.626985204,0.659876486,0.658517057,0.5635375,0.507936508,0.50094162,0.451546724,0.863760103,0.57479845,0.358974359,0.692038495,0.993825459,0.412413045,0.404262741,0.684782609,0.864693446,1,0.469277515,0.468331262,1,1,177,1
161,0.99986909,0.999762611,0,0.130334593,0.300792085,0.224740543,0,0.002510986,0.00378037,0.631565619,0.390120254,0.256410256,0.494313211,0.999807046,0.823267685,0.42013465,0.293478261,0.627906977,1,0.004726536,0.013948126,1,0,218,0
162,0.999819107,0.999169139,0,0.129597198,0.291927597,0.222309361,0,0.002510986,0.004080033,0.627830418,0.291967434,0.230769231,0.513560805,0.994404322,0.57970458,0.452366833,0.282608696,0.627906977,1,0.003376097,0.00991817,1,0,184,1
163,0.595322478,0.736498516,0.238088774,0.004240022,0.041806068,0.015789611,0.29318394,0.210295041,0.087386474,0.000569777,0.017787363,0.025641026,0.026246719,0.001102597,0.035301292,0.977221195,0.032608696,0,0,0.132343011,0.139369312,0,0,168,1
164,0.000178513,0.000593472,1,0.988570375,0.961711132,0.973858259,1,1,0.953091144,0.999282504,0.843518953,0.948717949,0.974628171,0.994156238,0.599376637,0.126591551,0.989130435,1,1,0.950033761,0.95064983,1,1,282,0
165,0.99986195,0.998456973,0,0.127200664,0.297932573,0.224766685,0,0.002510986,0.003365451,0.629054382,0.319424438,0.230769231,0.502187227,0.996030652,0.648681001,0.439250706,0.293478261,0.627906977,1,0.007765024,0.012940637,1,0,206,0
166,0.99999762,0.997626113,0,0.130611116,0.273826885,0.234282279,0,0.002510986,0.004195288,0.626500939,0.264796938,0.230769231,0.491688539,0.992750427,0.519852742,0.447692469,0.282608696,0.627906977,1,0.008440243,0.01192755,1,0,170,1
167,0.595160626,0.736498516,0.238088774,0.001382616,0.030024878,0.004679372,0.29318394,0.210295041,0.087939698,0,0.000827689,0.025641026,0.037620297,0,0.014951667,0.986290857,0.032608696,0,0,0.131667792,0.13213778,0,0,145,1
168,0.999833388,0.997626113,0,0.129320675,0.282548397,0.243928581,0,0.002510986,0.003711217,0.629370925,0.322098511,0.256410256,0.502187227,0.996526821,0.684411419,0.437750724,0.315217391,0.627906977,1,0.002700878,0.009649506,1,0,185,1
169,0.999938115,0.997626113,0,0.129505024,0.304252095,0.21762999,0,0.002510986,0,0.626163294,0.260491361,0.230769231,0.491688539,0.992061304,0.508830969,0.459517913,0.282608696,0.627906977,1,0.007427414,0.01196673,1,0,136,1
170,0.595298676,0.736498516,0.238088774,0.000553046,0.010208458,0.010325988,0.29318394,0.210295041,0.085265778,0.000548674,0.004082737,0.025641026,0.010498688,0.000826947,0.018497606,0.983221125,0.054347826,0,0,0.133355841,0.134466199,0,0,156,1
171,0.000204695,0.000830861,1,0.987464282,0.971948186,0.96110109,1,1,0.95613388,0.999113681,0.881425536,0.948717949,0.969378828,0.994101108,0.712914446,0.114975407,0.967391304,1,1,0.948008103,0.952054718,1,1,194,1
172,0.999781024,1,0,0.132731127,0.290526436,0.217891407,0,0.002510986,0.003157992,0.626500939,0.26384987,0.230769231,0.491688539,0.992474778,0.502665101,0.445773886,0.282608696,0.627906977,1,0.003038488,0.015845563,1,0,196,1
173,0.999930975,0.997626113,0,0.127016315,0.278516485,0.219642904,0,0.002510986,0.001913236,0.629286513,0.322496439,0.256410256,0.482064742,0.996361431,0.675851477,0.429832211,0.315217391,0.627906977,1,0.006752194,0.014278358,1,0,239,0
174,0.23817231,0.298278932,0.597936745,0.64107291,0.720682852,0.701278331,0.617180205,0.616446955,0.589714628,0.853546331,0.615283603,0.846153846,0.792650919,0.994597277,0.573154757,0.195520982,0.717391304,0.854122622,1,0.608035111,0.607375939,1,1,158,1
175,0.000180893,0.000593472,1,0.986081667,0.969145864,0.969074321,1,1,0.954727767,0.999176989,0.875178073,0.948717949,0.977252843,0.994101108,0.68461469,0.115498657,0.967391304,1,1,0.955097907,0.949261734,1,1,231,0
176,0.999809586,0.997863501,0,0.131348511,0.30897029,0.235040389,0,0.002510986,0.002789175,0.626564248,0.2679724,0.230769231,0.484689414,0.992915817,0.518023308,0.446576203,0.315217391,0.627906977,1,0.007427414,0.011071185,1,0,244,0
177,0.000159472,0.002848665,1,0.987925154,0.961510966,0.983243144,1,1,0.953483011,0.999261401,0.847569856,0.948717949,0.983377078,0.994156238,0.613108682,0.114626574,0.97826087,1,1,0.946320054,0.949720702,1,1,185,1
178,0.999773883,0.998575668,0,0.132638953,0.294729919,0.192716911,0,0.002510986,0.002996635,0.628210269,0.295214523,0.230769231,0.490813648,0.994872926,0.602696721,0.442285555,0.282608696,0.627906977,1,0.01215395,0.014636576,1,0,161,1
179,0.000185654,0.000593472,1,0.988939073,0.97526522,0.983975113,1,1,0.95322945,0.999282504,0.846161193,0.948717949,0.998250219,0.994073543,0.62620833,0.123975303,0.97826087,1,1,0.949696151,0.946804581,1,1,181,1
180,0.999952396,0.997982196,0,0.126739792,0.281890709,0.211721956,0,0.002510986,0.001636623,0.626353219,0.259639796,0.230769231,0.49343832,0.992529908,0.511360557,0.436739108,0.293478261,0.627906977,1,0.006752194,0.011267085,1,0,221,0
181,0.999904793,0.997626113,0,0.130150244,0.2913271,0.223668732,0,0.002510986,0.003411553,0.629202102,0.328536979,0.230769231,0.489938758,0.996416561,0.680255669,0.436006558,0.315217391,0.627906977,1,0.005064146,0.010226013,1,0,288,0
182,0.99999524,0.997626113,0,0.125818048,0.296388436,0.216296761,0,0.002510986,0.002305103,0.627197333,0.280634456,0.230769231,0.488188976,0.993632505,0.564752914,0.448564552,0.282608696,0.627906977,1,0.007765024,0.01131746,1,0,200,1
183,0.476244654,0.8315727,0.626985204,0.660982579,0.64993852,0.55692364,0.507936508,0.50094162,0.452975889,0.863760103,0.573437537,0.358974359,0.694663167,0.993853024,0.429329659,0.389576865,0.673913043,0.864693446,1,0.473666442,0.471583213,1,1,170,1
184,0.999954777,0.997626113,0,0.12775371,0.275714163,0.219276919,0,0.002510986,0.004471901,0.629349822,0.331234928,0.230769231,0.478565179,0.996664645,0.675828891,0.425367147,0.293478261,0.627906977,1,0.007765024,0.011882773,1,0,259,0
185,0.833259151,0.997626113,0.060268766,0.185639229,0.319836436,0.221054558,0.14659197,0.145637163,0.130814624,0.649735159,0.27879603,0.230769231,0.482064742,0.992695297,0.455935496,0.441518122,0.326086957,0.651162791,1,0.147873059,0.151593512,1,0,347,0
186,0.999771503,0.999169139,0,0.12692414,0.295301822,0.243954723,0,0.002510986,0.002512563,0.627746006,0.292946335,0.230769231,0.494313211,0.994294063,0.56969916,0.456901664,0.304347826,0.627906977,1,0.009115463,0.008283798,1,0,190,1
187,0.000207075,0.000712166,1,0.9809199,0.965085356,0.958016365,1,1,0.954289798,0.999324709,0.847028675,0.948717949,0.976377953,0.994238933,0.621871894,0.121184637,0.956521739,1,1,0.949020932,0.954310374,1,1,170,1
188,0.999928595,0.998219585,0,0.13153286,0.266792485,0.22769456,0,0.002510986,0.003065788,0.627577184,0.280881171,0.230769231,0.497812773,0.993990848,0.589258289,0.443646004,0.282608696,0.627906977,1,0.008102633,0.008205438,1,0,365,0
189,0.238184211,0.297566766,0.597936745,0.642732049,0.706642647,0.708728727,0.617180205,0.616446955,0.589461067,0.853398611,0.61865007,0.846153846,0.78127734,0.994431887,0.586141476,0.200893013,0.706521739,0.854122622,1,0.605671843,0.609362931,1,1,188,1
190,0.238141368,0.297329377,0.597936745,0.636556365,0.722169798,0.721485897,0.617180205,0.616446955,0.589829883,0.853440817,0.65322202,0.846153846,0.800524934,0.994487017,0.67614509,0.205009244,0.717391304,0.854122622,1,0.603983795,0.60678264,1,1,188,1
191,0.595203469,0.738397626,0.238088774,0.012904415,0.01166681,0.015371343,0.29318394,0.210295041,0.088170209,0.000675291,0.00934334,0.025641026,0.020997375,0.001047467,0.027983558,1,0.032608696,0,0,0.133018231,0.137427097,0,0,245,0
192,0.833259151,0.997626113,0.060268766,0.181214859,0.329530182,0.236033775,0.14659197,0.145637163,0.131921073,0.650452656,0.297434959,0.230769231,0.478565179,0.993687634,0.472581082,0.441587889,0.315217391,0.651162791,1,0.145509791,0.15571862,1,0,188,1
193,0.999833388,0.998338279,0,0.128122408,0.303966143,0.209055499,0,0.002510986,0.00200544,0.626500939,0.265505249,0.230769231,0.49256343,0.992722862,0.517797452,0.457564447,0.282608696,0.627906977,1,0.005739365,0.016002284,1,0,189,1
194,0.999938115,0.998575668,0,0.127385012,0.299562495,0.2183881,0,0.002510986,0.005140381,0.629603056,0.330208275,0.256410256,0.483814523,0.996940294,0.679645858,0.429518261,0.293478261,0.627906977,1,0.007089804,0.010948047,1,0,306,0
195,0.000176133,0.001186944,1,0.985712969,0.989877327,0.970982668,1,1,0.955373196,0.998965961,0.960175406,0.948717949,0.979877515,0.993908154,0.907150601,0.125893885,0.989130435,1,1,0.946995273,0.952183453,1,1,198,1
196,0.999909553,0.999050445,0,0.128306756,0.280575334,0.221472826,0,0.002510986,0.002489512,0.62785152,0.293272636,0.230769231,0.496062992,0.994597277,0.585938206,0.456203998,0.304347826,0.627906977,1,0.002700878,0.009017027,1,0,208,0
197,0.238234195,0.297448071,0.597936745,0.641625956,0.704126276,0.721512038,0.617180205,0.616446955,0.589023097,0.853588537,0.627165721,0.846153846,0.782152231,0.994597277,0.602312765,0.190707085,0.72826087,0.854122622,1,0.603308575,0.613555205,1,1,145,1
198,0.83323773,0.997626113,0.060268766,0.184994009,0.341940465,0.238778658,0.14659197,0.145637163,0.13028445,0.650030599,0.287064966,0.230769231,0.482064742,0.993163901,0.468041377,0.437994907,0.326086957,0.651162791,1,0.148885888,0.152920039,1,0,167,1
199,0.000171373,0.000712166,1,0.98635819,0.963998742,0.967584242,1,1,0.954220645,0.999198092,0.844601316,0.948717949,0.979002625,0.994238933,0.607981751,0.117731189,0.967391304,1,1,0.958136394,0.94867963,1,1,202,0
200,0.999969058,0.998813056,0,0.12692414,0.309170456,0.232426215,0,0.002510986,0.0033424,0.627534978,0.280857295,0.230769231,0.495188101,0.993935719,0.567689041,0.43286706,0.282608696,0.627906977,1,0.009453072,0.010763341,1,0,212,0
201,0.238236575,0.297329377,0.597936745,0.635358098,0.717480198,0.697906047,0.617180205,0.616446955,0.58863123,0.85346192,0.67185299,0.846153846,0.790026247,0.994569712,0.721022676,0.200579063,0.706521739,0.854122622,1,0.602970966,0.612788394,1,1,211,0
202,0.999880991,0.997626113,0,0.125080653,0.291584456,0.238909367,0,0.002510986,0.003319349,0.629518644,0.331107592,0.230769231,0.49256343,0.996774905,0.683259554,0.443820421,0.293478261,0.627906977,1,0.004051317,0.006044934,1,0,164,1
203,0.476156587,0.831691395,0.626985204,0.659784312,0.678362071,0.543539069,0.507936508,0.50094162,0.450970449,0.863823411,0.582486411,0.358974359,0.706911636,0.994183803,0.449927726,0.39972791,0.673913043,0.864693446,1,0.473328832,0.476122511,1,1,280,0
204,0.999947636,0.997626113,0,0.121024979,0.289840153,0.239301493,0,0.002510986,0.00244341,0.629286513,0.325329683,0.256410256,0.497812773,0.99658195,0.660244828,0.431994977,0.304347826,0.627906977,1,0.010128292,0.015101141,1,0,228,0
205,0.999911933,0.99810089,0,0.130518942,0.324811987,0.2361122,0,0.002510986,0.003227145,0.630995843,0.372205553,0.256410256,0.487314086,0.998759579,0.788463276,0.423657864,0.304347826,0.627906977,1,0.008777853,0.010987227,1,0,303,0
206,0.999819107,0.997626113,0,0.126002397,0.302679363,0.236530468,0,0.002510986,0.002766124,0.629349822,0.325035217,0.230769231,0.500437445,0.996526821,0.677997109,0.424215997,0.282608696,0.627906977,1,0.004726536,0.009895781,1,0,272,0
207,0.476292257,0.832878338,0.626985204,0.663286939,0.671756598,0.550937181,0.507936508,0.50094162,0.453321654,0.863781206,0.573334076,0.358974359,0.685914261,0.994211368,0.433440239,0.397879094,0.684782609,0.864693446,1,0.46387576,0.473413485,1,1,145,1
208,0.238112806,0.297329377,0.597936745,0.63415983,0.711732578,0.705147309,0.617180205,0.616446955,0.588769536,0.853504126,0.655020652,0.846153846,0.788276465,0.994542147,0.681565634,0.197962814,0.717391304,0.854122622,1,0.605671843,0.608254693,1,1,156,1
209,0.999845289,0.997626113,0,0.12397456,0.263961568,0.213316603,0,0.002510986,0.003319349,0.627935932,0.296002419,0.230769231,0.49343832,0.994569712,0.585689764,0.440506506,0.293478261,0.627906977,1,0.004388926,0.015089946,1,0,220,0
210,0.999783404,0.997626113,0,0.129320675,0.320065197,0.228870938,0,0.002510986,0.002650869,0.629687467,0.337068547,0.256410256,0.489063867,0.997188379,0.702909025,0.435239125,0.293478261,0.627906977,1,0.015530047,0.011804413,1,0,221,0
211,0.238277038,0.297329377,0.597936745,0.637017237,0.722427154,0.721250621,0.617180205,0.616446955,0.589138352,0.853546331,0.610349301,0.846153846,0.7944007,0.994487017,0.556667269,0.199358147,0.706521739,0.854122622,1,0.607022282,0.609989813,1,1,200,1
212,0.000183274,0.002967359,1,0.987187759,0.977181093,0.97746582,1,1,0.954681665,0.99902927,0.894111467,0.948717949,0.978127734,0.994045978,0.708623182,0.123800886,0.97826087,1,1,0.941931128,0.94781207,1,1,378,0
213,0.999919074,0.998338279,0,0.127385012,0.289668583,0.217054872,0,0.002510986,0.002996635,0.626669762,0.272906702,0.230769231,0.501312336,0.992888252,0.521207878,0.441866955,0.304347826,0.627906977,1,0.004726536,0.009649506,1,0,232,0
214,0.476308918,0.831454006,0.626985204,0.663839985,0.690543593,0.560191358,0.507936508,0.50094162,0.453298603,0.865532741,0.689982571,0.358974359,0.694663167,0.996526821,0.736877767,0.402274392,0.673913043,0.864693446,1,0.469277515,0.475506823,1,1,203,0
215,0.999988099,0.999525223,0,0.128306756,0.275656973,0.225263378,0,0.002510986,0.003019686,0.627302847,0.282552467,0.230769231,0.480314961,0.993715199,0.556441413,0.451145917,0.27173913,0.627906977,1,0.006076975,0.011686872,1,0,206,0
216,0.000188034,0.000593472,1,0.989676468,0.958479883,0.962355894,1,1,0.954773869,0.999240298,0.852082355,0.948717949,0.962379703,0.994321627,0.622752733,0.128440367,0.97826087,1,1,0.953072248,0.952032329,1,1,207,0
217,0.476175628,0.831454006,0.626985204,0.661719974,0.667238569,0.558962696,0.507936508,0.50094162,0.452376562,0.863739,0.578785684,0.384615385,0.700787402,0.994018413,0.447014184,0.400320927,0.641304348,0.864693446,1,0.464213369,0.47324557,1,1,177,1
218,0.999792925,0.997626113,0,0.127292838,0.298676046,0.21342117,0,0.002510986,0.003088839,0.628674531,0.316973204,0.230769231,0.485564304,0.995589614,0.620652272,0.445145987,0.293478261,0.627906977,1,0.009453072,0.004505715,1,0,344,0
219,0.999980959,0.999643917,0,0.126831966,0.291184124,0.226910308,0,0.002510986,0.004080033,0.628611222,0.313431648,0.230769231,0.46544182,0.995506919,0.63056735,0.439111173,0.293478261,0.627906977,1,0.002700878,0.005910602,1,0,174,1
220,0.999935735,0.997744807,0,0.129597198,0.302650768,0.209343058,0,0.001883239,0.003711217,0.625530209,0.248060103,0.230769231,0.485564304,0.991399746,0.476736833,0.453657516,0.293478261,0.627906977,1,0.006076975,0.010656995,1,0,129,1
221,0.000204695,0.000593472,1,0.986726887,0.953818878,0.970695109,1,1,0.953805726,0.999261401,0.845970187,0.948717949,0.979002625,0.994183803,0.615389827,0.113545191,0.967391304,1,1,0.949696151,0.946132921,1,1,210,0
222,0.000145191,0.002611276,1,0.984422527,0.988762117,0.960081562,1,1,0.953690471,0.999261401,0.851970935,0.948717949,0.980752406,0.994211368,0.628015178,0.128231067,0.967391304,1,1,0.953072248,0.951500599,1,1,185,1
223,0.999845289,0.998456973,0,0.125080653,0.298218524,0.211669673,0,0.002510986,0.003526808,0.629096588,0.31660711,0.230769231,0.474190726,0.996251172,0.658392809,0.429308962,0.293478261,0.627906977,1,0.008102633,0.010337957,1,0,226,0
224,0.999766743,0.998931751,0,0.13005807,0.280546739,0.224531409,0,0.002510986,0.001636623,0.630215038,0.348433359,0.256410256,0.494313211,0.997932631,0.738955642,0.426413646,0.293478261,0.627906977,1,0.001350439,0.017104924,1,0,267,0
225,0.999971438,0.998931751,0,0.132731127,0.305538875,0.226282906,0,0.002510986,0.003826472,0.62785152,0.294466419,0.230769231,0.477690289,0.994431887,0.57329027,0.435518192,0.293478261,0.627906977,1,0.002025658,0.01630453,1,0,168,1
